original,abbreviation,count
hardships,hdshps,1
brainwashed,brnwshd,2
localized,lclzd,1
daughters,dghts,1
shepherded,shepd,1
redirected,redrectd,1
horsepower,horsepo,1
storefronts,strefrnts,1
admonishing,amnsng,1
traumatized,trmtzd,1
professionally,trusted,1
frighteningly,frightnly,1
shortchanged,shrtchnged,1
southwest,SW,1
hobbling,holing,1
molecular,molec,1
institution,nstitn,1
election,elctn,1
inspiring,inspirin,1
candidly,cndidy,1
samuelson,samlsn,1
showplace,Shwplce,1
pleading,pledng,1
continental,contntl,1
cirrhosis,cirrh,1
jordanian,jrdanian,1
theological,tlogical,1
ascending,ascdng,1
contaminants,contmnts,1
attentive,attntv,2
preoccupied,preocupd,1
firepower,Firpwr,1
alternating,altnt,1
originating,Orgnatng,1
ironically,irnicly,1
distinguished,dstngshd,1
mitterrand,francois,1
darkroom,drkrm,1
pretentious,pretnus,1
sauerkraut,sauerkraut,1
obsidian,obs,1
stocking,stckng,1
replying,rplying,1
preamble,preamb,1
interrelationships,intrltnshps,1
efficacious,effccs,1
workplaces,work,1
surrounded,surrdd,1
escalators,scltr,1
romanticism,romantcsm,1
molesters,Molstrs,1
conjures,conj,1
echelons,Echlons,1
whittled,whit,1
temporality,Tmprlty,1
scrawled,scrawld,1
iroquois,irqus,1
requesting,rqstg,1
chuckling,chklng,1
abramoff,abrmf,1
incident,incdnt,1
satisfactions,satisfy,1
complements,complmts,1
meditative,medttve,1
confession,cnfssn,1
nonchalantly,nonchlntly,1
afterwards,terwards,1
pessimists,pessimists,1
expatriate,Exptrte,1
reinhardt,rinhart,1
passages,Pssges,1
specification,details,1
lavatory,lavory,1
generalizable,gnralzbl,1
internally,nternlly,1
indolent,ndlnt,1
typology,typlgy,1
hobbyists,hbts,1
gubernatorial,gbntl,1
interlopers,intlprs,1
conforms,confrms,1
martians,Mrtans,1
unexpected,uxptd,1
adjuster,adj,1
toothpick,t pick,1
unreported,unrprted,1
disbursed,disbed,1
underscored,undrscrd,1
posthumous,pstumos,1
triumphs,trumfs,1
conspirators,consprator,1
thoroughfares,Thurghfrs,1
professors,profs,10
transferred,trnsfd,1
nothingness,ntgns,1
voyeuristic,vystc,1
farmhouses,frmhses,2
attaching,att'ng,1
prolonging,prlning,1
imagining,imag,1
persuade,prsde,1
enforced,enf,1
lemonade,nade,1
applicability,applbilty,1
croaking,ckng,1
discredited,Dcdt,1
plundering,pldrng,1
connects,conns,1
longitude,longitde,1
respects,rspcts,2
descending,dscnding,1
temperaments,TMPRAMNT,1
punishing,punshng,1
biracial,biracl,1
interstellar,intstlr,1
preventing,prvnting,1
crandall,rndl,1
harpercollins,Hcollins,1
exquisite,xquizit,1
scarring,SCRG,1
ontology,ontlgy,2
encourages,ncorages,1
enrollment,nrllmnt,1
grownups,grnups,1
unstated,while unstated does not change me either,1
guerrilla,gurla,1
carlisle,carls,1
fourteenth,fortnth,1
inexorably,nxorbly,1
fractures,fractrs,1
infrared,ir,1
matchups,matup,1
memorabilia,memrbla,2
unbeaten,nbtn,1
twinkling,twinkl_g,1
raincoat,rcoat,1
audiovisual,audivsl,1
engravings,ngrvngs,1
hindquarters,hidqrts,1
filmmaker,flmker,1
environmentalists,eviomentlst,1
saluting,Sltng,1
attaining,Atning,1
satirist,Satrst,1
speechless,spee'less,1
consideration,cnsdraton,1
afterlife,beyond,1
internationally,internationally,1
supplanted,sup'ted,1
dichotomy,dchotmy,1
adventurers,advtrs,1
alderman,aldmn,1
prohibitively,prhbitvly,1
wizardry,Wzdry,1
kristine,xtine,1
derisive,drsv,1
installed,instld,1
guidebooks,GDBK,1
reconstructions,rcnstrctns,1
invented,nvntded,1
separatism,seprtsm,2
enrollment,enrol,1
stocking,stcking,1
manifested,maniftd,1
briefcase,brcs,1
disservice,dss,1
scrunched,Scruchd,1
unsympathetic,unsmpathtc,1
wildcats,wildc'ts,1
extracurricular,xtraclar,1
ibuprofen,ibpfn,1
earnings,rnings,1
keyboards,kybrds,2
astonishment,astnshmt,1
waterfowl,H2Ofowl,1
atypical,apic,1
rockland,rcklnd,1
transformations,transf,1
incorrectly,incrr,1
unvarnished,unv'd,1
differences,diffrnces,1
convulsions,convulsions,1
kindergarten,kinder,4
assemblies,asemblee,1
mounting,mount_g,1
manufacturing,manu,1
pesticide,Pestcde,1
plundering,plunding,1
snowmelt,snelt,1
underprivileged,unprvlgd,1
colliding,cold,1
pretends,prtnds,3
persecution,prscutn,2
antarctica,Ant.,1
procedures,prcedures,1
encouraged,ncraged,1
obligatory,bolig,1
stunningly,stningy,1
jonathan,jon,2
reentered,rentrd,1
gorgonzola,grgzla,1
university,unvrsty,4
figurines,fgrenz,1
playmates,playmte,1
africans,afrcns,2
formerly,Frmly,1
dwindled,dwndld,2
exponentially,expntally,1
nontoxic,nontxic,1
precision,precon,1
plaguing,plging,1
connects,cncts,1
primitive,prmtv,1
pantsuit,pantst,1
caseworker,cswr,1
synonyms,synyms,1
attacked,attckd,2
anonymity,annimty,1
tourniquet,tonq,1
propagating,PRPGTNG,1
highlights,hglhs,1
restaurateur,restorontor,1
shenanigans,snhns,1
superstar,suprstr,1
erecting,erect,1
hereafter,hereaftr,1
enlistment,enl,1
ticklish,TCKLSH,1
carmaker,crmkr,1
wildcats,wcts,1
uninterested,unitnrstd,1
pentecostal,pent,1
reaffirmed,reaffrmd,1
contaminants,cntms,1
instrumentation,intr'tation,1
equipped,equpd,1
bennington,benngtn,1
inflationary,inflatnry,1
condemning,cndmg,1
managing,mgng,1
reconsidered,reconsid,1
unproductive,nprductv,1
shrieked,shrkd,1
reinterpret,reintrprt,2
increments,inc,1
curatorial,curtl,1
blasphemy,blasphy,1
bristling,Brstlng,1
schoolchildren,schchdrn,3
fernandez,ferndez,1
squatted,squattd,1
vaccines,vaccs,1
backfire,bckfr,1
crystalline,crstlln,1
chernobyl,chrnobl,1
outpatient,otptnt,1
overhauling,ovrhaulg,1
manifest,mnfst,1
benefitted,bnfitd,1
feedstock,fdstck,1
actuarial,actuarl,1
gerontology,old age,1
remedial,remdl,1
appraising,apprsng,1
procuring,Prcurng,1
devoting,dvtng,1
marshals,marshls,1
fragility,fr,1
thematically,thmtly,1
unproductive,uncive,1
serpents,srpnts,2
mulching,mlcng,1
deductions,ductions,1
massively,mass,1
refining,refng,2
populate,Popul8,1
anesthesia,ansthsa,1
challengers,chlgrs,1
gerontology,grntlogy,1
assassins,assans,1
middlebury,mddbury,1
ticklish,ticlish,1
persuade,PERS,1
armenian,armnian,1
recycles,rcycl,1
handshakes,h-shakes,1
headwaters,hdwtr,1
heathrow,Hrow,1
ascribes,ascrbs,2
predates,pr-dtes,1
marrying,mry,1
detecting,dtg,1
lacquered,lqred,1
backwaters,Bkwtrs,1
answerable,Ansrble,1
unbeknownst,ubkwst,1
corrected,crrctd,1
hypocrites,hypcrtes,1
discipleship,dsplsp,1
intercede,intercd,1
presenting,prsntng,1
computers,comps,1
hyacinth,Hycnt,1
internationally,tianlly,1
fingerprints,fngprts,1
assemblies,assmblies,1
blacklisted,blisted,1
exception,excptn,1
extraterrestrial,extrtrr,4
ignoring,ignring,1
huckabee,hkabee,1
metaphorical,metap,1
jurassic,jur,1
grownups,grwnups,2
broadside,brdsde,1
unexpected,unexp,1
reserves,rsrvs,1
grueling,grling,1
midwives,mdwivz,1
turnabout,turnabt,1
disobedience,disnce,1
bicycles,bcycs,1
cheekbones,cheekbns,1
compartment,comprtmnt,1
footnotes,ftnote,1
bitterness,btrnss,1
jurisprudence,jurisprud,1
dismayed,dzmade,1
transmissions,transmsn,1
reynolds,rynolds,1
disjointed,dited,1
imperial,mperl,1
canterbury,cntbury,1
interrogated,questioned,1
temporally,tmporlly,1
cringing,crging,1
illustrating,ill'g,1
courteous,cteous,1
reticence,retcnc,1
ascribes,Acrbs,1
politicking,pol'tickin,1
apotheosis,apthss,1
bedfellows,bedfllws,2
motivation,motivatun,1
activate,Actvt,1
hurricanes,hrricns,1
worldcom,wrldcm,3
governmental,gvmntl,1
overflowed,ofwd,1
imparting,partin,1
allocated,alloctd,1
imperatives,imptiv,1
sideways,sdwys,1
devastate,devste,1
heartfelt,hrtflt,1
undertaking,undrtkn,8
managers,mgrs,1
enterprises,entprs,1
localized,loca,1
corridor,corrd,2
sleeping,slpng,1
striking,strkng,1
paraphernalia,parfnala,1
cathedral,cat-drl,1
imperialism,mperlsm,1
irreverence,irrevernt,1
chargers,chrgrs,2
vehemence,vhmence,1
insanely,nsnly,1
categories,catgs.,1
grasshopper,ghpr,1
preference,prefnc,1
astronomer,asmer,1
prestigious,prstigus,1
affidavit,AFD,1
dexterity,dxtrity,1
instrumentation,instrmntatn,3
spinster,spnt,1
fernandez,frnndez,1
calculate,CAL,1
scarring,Scarng,1
released,rel.,1
largesse,lagese,1
delineating,del'tng,1
vigorous,vfos,1
blissfully,blisflly,1
windowpane,wndowpn,1
unsatisfactory,unsatis,1
instructional,instructi,6
independents,indpd,1
avoidance,avoidnce,1
signpost,s-post,1
socialite,sc,1
threatening,threatng,1
flamboyant,flmbynt,2
flirting,I got tired of being a flirter to achieve my goals,1
vehemently,Vmntly,1
superfund,SUPFND,1
conveniences,convniencs,1
brownback,brnbck,1
warranted,warnt,1
undesirable,repulsive,1
happiest,hpst,1
blinding,blndng,1
professionally,PROFLY,1
positively,psitv,1
coalitions,coaltns,2
centrist,sentrst,1
sherrill,shrl,1
components,cmpnents,1
lacquered,lacq'd,1
backyard,yard,1
conscientiously,conscntsly,1
expiration,xprtn,1
intimately,ntimtly,1
thunderbolt,tndrblt,1
dialogue,dialg,1
principals,prin,1
unsettled,unsetled,1
plummeted,plmmted,1
massaged,masagd,1
womanizer,womnzr,1
pinpointed,pp,1
constructivist,cnstvst,1
manifold,mnifld,1
pandering,PNDR,1
visualization,viz,1
expulsion,expul,1
unplugged,unpggd,1
afterwards,aftrfwrds,1
impersonal,imprsnl,1
exacerbated,xacebtd,1
refinancing,refinacing,1
utterance,uttce,1
adjuster,adjstr,2
appalachians,applchns,1
bastille,bastll,1
decently,dctly.,1
cumulatively,cutvly,1
occasionally,occly,1
polemical,plmc,1
heirlooms,hrlo,1
advancements,advncmnts,1
meetings,meetg,1
watertown,watertwn,1
crawfish,crwfsh,2
nonchalance,nonchlnc,2
pummeling,pumling,1
numerals,numr,1
pharmacology,phrmaclgy,1
settlers,setlrs,1
medalists,medals,1
cuddling,cudlng,2
lighters,lightrs,1
authoritarian,Auth,1
objections,objctns,2
converged,cvgd,1
baathist,bathst,1
mcdonald,mcdo,1
moveable,mveble,1
dogmatic,dgmtic,1
adjusted,ADTD,1
archaeology,arch,1
concluding,cncldin,1
registers,Rgts,1
daydreaming,dydrming,1
misfortune,msfrtne,1
wachovia,wacv,1
preeminent,pre-minent,1
clutches,after clutches everything will improve forever,1
coordinating,crdinting,1
anachronism,Anachrsm,1
naturalized,ntrlizd,1
pentagon,pntgon,1
appellation,appl,1
extramarital,xmrtl,1
collected,cllct'd,1
moderating,mdrtng,1
conductors,condctrs,1
inexperience,inxprncd,1
placement,Plcmnt,1
instructional,instruonal,1
thermodynamics,Tdnms,1
resonance,rconsn,1
irrationally,irratnally,1
challenging,chalngin,1
clientele,clientl,2
ingratiating,Inngting,1
cuttings,cuttings,1
imprisoned,imprsnd,1
celebratory,Celebrate,1
pregnancy,prgnancy,1
vengeful,vngful,2
intimately,intmatly,1
sartorial,srtrl,1
cheerily,cheerly,1
projectiles,PJCES,1
refurbished,rfbsh,1
apprenticed,Appd,1
corroborated,Crrd,1
administration,admin,3
rotational,rotnl,1
transport,trnsprt,1
sanskrit,snskrt,1
breathless,b'less,1
activists,actst,1
transmits,trnmts,1
endocrinologist,ndcnlogst,1
impulses,implss,1
directorial,drectral,1
theological,theolog,3
positions,position,1
horribly,hrbly,1
overexposed,overexpose,1
escalation,sclatn,1
hijackings,hijack,1
referencing,refrnsng,1
graduation,grdtn,1
rattlesnakes,rttlesnks,1
messenger,mssngr,2
abstracts,abstrct,1
appreciated,Appre,1
equities,eqties,1
colonization,clnztn,1
perversity,prvrsty,1
contours,Contr,1
encryption,ncrypt,1
educations,edctions,1
devotions,dvns,1
schulman,SCHMAN,1
horribly,hribly,1
hundredth,hndth,1
linguist,lngust,1
deutsche,Dutche,1
crosshairs,crosh,1
constellations,consteltns,1
underwriting,underwrtng,1
signpost,sgnpst,1
playgrounds,PLYGND,1
victorious,vic,1
barbarian,brbrn,1
hijackings,hijkngs,1
overture,ovre,1
compliance,cmpce,1
evocative,ecoctve,1
asparagus,ASPRG,1
industrial,ind,6
unnerved,unnervd,1
philosophy,phily,1
uninhibited,uninhbtd,1
prohibition,prhbtion,1
pleading,plding,1
titanium,metal,1
manchester,mch,1
prompted,prmpt'd,1
illuminated,ilumntd,1
provinces,prvncs,1
experiments,expmts,2
lavatory,lvtry,1
parliamentary,prlamntry,1
rightness,rtns,1
unleashed,unlshd,1
refurbished,refubd,1
reinstatement,Reinstmnt,1
antiterrorism,ntitrorsm,1
compressed,cmprssed,1
optimize,OPTM,1
thirtysomething,thsom,1
unquestioned,unquestion,1
chandler,chndler,1
phillips,phllps,1
episcopalian,epscln,1
occupied,occ,1
convenient,Convnt,1
racially,racly,1
galleria,gllra,1
commercial,comm,1
showering,shwing,1
spirituality,spirility,1
rightful,rightfl,1
lemonade,lemade,1
empirically,mprcly,1
soulless,soless,1
quotidian,quot,1
rockdale,r'dale,1
procedures,prcdrs,1
presenting,prsentng,1
vaudeville,vdville,1
reflected,reflctd,1
delineation,de-ation,1
airspace,arpce,1
monstrosity,monstrous,1
zippered,zippred,1
illuminating,illum,1
threshold,thrh,1
enrollment,enrllmnt,3
atlantic,atlntc,1
may/june,may/june,1
khamenei,kha,1
underlies,undrls,1
battleground,BTTLEGRND,1
frugality,frglty,1
starship,strshp,1
overhauling,OH,1
preferable,Prfrbl,1
colonization,colonization,1
wanderings,wndrngs,2
holloway,holwy,1
weirdness,wrdns,1
kindergarten,kndgtn,1
stupidest,stpdst,2
undersea,underc,1
orchestrated,orchstrd,1
loopholes,lph,1
branching,Brnchng,1
somberly,smbrly,2
detectives,detecs,1
eateries,ETS,1
intrigued,ntrg,1
obsidian,obsdn,1
catalina,CTLNA,1
melodies,songs,1
aggravate,aggt,1
templeton,tmplton,1
attributable,atrbtble,1
workshops,wksps,1
inspectors,inspts,1
illogical,Ilgl,1
crandall,crndl,1
claustrophobia,clstrophbia,1
breached,brchd,1
brazenly,brzny,1
fluctuate,FLCTE,1
footnotes,fotnots,1
diversity,dvrsity,1
longitude,lgt,1
interrelationships,INTRELASHP,1
skyscraper,SKYSCRPER,1
migrating,mgrtng,1
atmospheric,atmosph,2
snowmelt,snwmlt,1
effluent,efluent,1
harangue,haran,1
cronyism,CNYM,1
cushions,shions,1
homespun,HMESP,1
conquest,cnqst,2
crocheted,crochd,1
invitations,nvitns,1
addressing,adrssg,1
cassandra,CSN,1
philosophy,phil,1
improving,mprvng,1
sophistication,sophcn,1
unforgettable,unfrgttble,1
figurines,fg,1
pharmacy,phmy,1
liberate,LBRTE,1
political,polticl,1
confession,conf,1
trundled,trndld,2
probably,probably,1
jousting,jsting,1
groundwater,grndwtr,1
forceful,fr,1
socialization,socztion,1
preeminent,prmnent,1
epitomized,eptmzd,1
stressed,strsd,2
credence,Crdc,1
confrontation,cnfrnt'tion,1
capitalists,captlsts,2
reformation,remation,1
unwillingness,unwllngnss,1
assigned,assgn'd,1
manufacturing,mftg,4
interdependent,interdep,2
pestering,Pstring,1
portugal,portgl,1
inaccurately,Inacc,1
breakfast,brkfst,2
shouldnt,shdnt,2
attendees,atnds,1
newsmaker,nwsmkr,1
traumatized,tramatzd,1
engagements,engmnt,1
exteriors,xtriors,1
underscored,undscred,1
commissions,comissns,1
stammered,stam'ed,1
tablespoon,tbs,1
urbanites,urbnits,1
manifests,MNIFST,1
littlest,Lillest,1
beverage,BVG,1
rosalind,Rosa,1
windshield,w'shield,1
postmortem,postmtm,1
overcomes,overcms,1
funniest,funnst,1
demonstrators,dmtrs,1
liberally,lib,1
independents,ndpendnts,1
superintendent,sprntndnt,1
hypnotized,hiped,1
powerpoint,pwerpnt,1
benchmarks,Benchxs,1
wellspring,wllsprngs,1
galloway,gallo,1
acquiesced,acqis,1
endpoint,Endpt,1
husbandry,hsbndry,3
thinkers,thnkrs,2
presides,PRESD,1
attended,attnd,1
rediscovered,Redsvrd,1
fontaine,Fount,1
commercial,cmmrcial,1
leningrad,lngrd,2
marketing,mrktng,1
backwaters,bkwtrs,1
assigned,ass'd,1
nameplate,n'plate,1
viciously,vishsly,1
liverpool,livrpol,1
simpsons,spsns,1
surcharge,excess,1
blackouts,blkots,2
curative,crtv,2
stringer,stringr,2
accompaniment,accpanment,1
templeton,TMPL,1
fredricka,frdrka,1
mustered,mstrd,1
welcomes,wlcmes,1
constancy,cnstncy,2
wellspring,Wlsprng,1
enrollments,enrolmts,7
beginner,Bgginer,1
pleasure,plsure,3
patching,patchng,1
centrist,cntrst,2
fernandez,frndz,1
ballparks,bllprks,1
repossessed,REPO,1
underutilized,undrtlzd,1
compliant,cmplnt,1
stocking,stkg,1
switches,switchs,1
letterhead,lttrhd,1
chagrined,chag,1
witnessing,wtnssng,2
dominating,dmntg,1
uncontrollable,uncont,1
pomegranates,pmgrnts,1
professor,prof.,1
accelerating,acceler,4
irregular,irrgler,1
complicated,cmctd,1
encouragement,encragmnt,1
stonework,stnwk,1
experimented,xprmnted,2
ailments,almts,1
analogies,anlg,1
technological,tchnlogcl,1
kuwaitis,kwit,1
countering,cnterng,1
violates,viol,1
bookstores,bkstrs,1
manipulated,mnpled,1
appetizing,appn,1
justifying,jstfyng,2
overture,vrtre,1
beforehand,bfrhnd,1
eschewing,schwing,1
inexperienced,nxpenced,1
intangibles,intangbs,1
baathist,baathst,1
cellulose,celulos,1
register,rgstr,1
storytelling,strytllng,1
initiative,nitiatv,1
daimlerchrysler,dmlrchrysr,1
staggers,stagrs,1
gimmicks,gmmks,1
modulate,modat,1
carbohydrates,Carbs,1
censured,centurd,1
instinctual,isttl,1
alternating,altng,1
hitching,htchn,1
crucifixion,cruxfxn,1
insights,nsites,1
slashing,ska,1
computers,cmptrs,2
loopholes,lphols,1
selenium,sel.,1
disintegration,disinte,10
undergraduate,ugrad.,1
repossessed,Reposesd,1
climbing,clmbng,1
