original,abbreviation,count
harmonica,hrmnca,1
dyslexia,dyslexia,1
carmaker,crmkr,1
tradeoff,trdoff,1
ordnance,odnc,1
dissolving,dsvng,1
kennedys,kenndys,1
interdependent,ntrdpdnt,2
industrialized,ind.,1
trustworthy,trstwthy,1
passageway,Pasagwy,1
implanting,impl'g,1
declination,DECNATON,1
enforcing,enfrcing,1
trumpeter,trmptr,1
provided,providd,1
educationally,educati,5
circumstance,crnmstn,5
burlesque,brles,1
flagship,FLSP,1
librarians,librs,1
eminently,emntly,1
flamboyant,flmbynt,1
interstellar,intrstl,12
homophobia,homofobia,1
bureaucrats,brcrts,1
expiring,exp'ng,1
newtonian,newt'n,1
congresses,congrs,1
congresswoman,cngswom,1
constitution,const,10
newfangled,newfngled,1
relatively,comparison,1
coalition,Cltn,1
injurious,injrs,1
lightweight,ltwght,1
evacuees,evacs,1
umbilical,Umbcl,1
discovers,d'vers,1
schoolmates,schlmts,1
panoramic,pnrmc,1
scripted,scrpted,1
rockdale,r'dale,1
marketing,keting,1
silenced,slncd,1
conductors,cdtrs,1
thievery,thvry,1
expeditions,expdtns,4
standing,stnding,1
mountainside,MNTNSIDE,1
locomotive,lcmtv,2
obligatory,oblgy,1
congresswoman,cngrswmn,1
suspensions,sspnsn,1
mulberry,Mubrry,1
obituary,obit,1
disposed,dspsd,1
nationalize,national,1
dwellers,dwlrs,1
underlies,ndrls,1
jacksons,jacksns,1
thermonuclear,thermnuc,1
professor,prof,1
stragglers,strglrs,1
decentralized,decentr,6
radioactive,rdiactiv,1
mcfadden,Faden,1
screenwriters,scrnwrtrs,1
kilometers,Km,1
internationally,internat.,1
nightlife,ntlif,1
shanghai,shnghai,1
approximated,approx'd,1
ruthlessness,rthlssnss,1
distributors,distrbtors,1
playfulness,PLAYFLNESS,1
retailers,retlrs,1
crackdown,crckdn,1
assimilate,asimil8,1
excitable,exitabl,1
commonly,cmnly,1
investigation,invstgtn,1
tightest,t.est,1
impulsively,imp'ly,1
bleaching,blechng,1
professors,prof,8
rainfall,RF,1
squadrons,sqrdrns,1
blackmail,blckml,1
treatable,trtble,1
kindergarten,kndrgrt,3
inspected,nspctd,1
manipulation,mnpltn,2
distracting,distraking,1
accelerating,acclg,1
attendees,attndees,1
circulation,cilat,1
preserves,prsvrs,1
popularly,pop,1
photogenic,Phtgnic,1
unsurprising,unsrprsng,1
wisconsin,wisc,1
fulfills,ffills,1
wrestlers,Wrestlr,1
totalizing,ttlzng,1
reconstitute,recon,1
restless,rtls,1
interpreter,ntrprtr,1
undergraduates,undergdts,1
convened,Cvd,1
splitting,splttng,1
homespun,hmspn,1
socialization,Socilztn,1
brochure,brchr,1
antiaircraft,ntiarcrft,1
graphically,grfly,1
reevaluation,look over,1
comprehensive,wide,1
emulating,emltg,1
apartments,aprtmnts,1
nonreligious,nonrel,1
nonproliferation,nonprolif,1
gigantic,ggntc,1
counterintelligence,countintel,1
seconded,scondd,1
interdependent,intdpnt,1
ironically,irncally,1
conscientiously,cnscntsly,1
spectacularly,spcry,1
pineapples,pnapp,1
sidekick,sdkck,1
coherently,chrnty,1
colonization,clnoztion,1
virginity,virgnat,1
conducive,condcv,1
unpacking,Unpkgn,1
oxidation,oxidatn,1
broached,Brachd,1
electrical,electri,2
unpleasantness,unplsnt.,1
panelists,pnlsts,1
fishbowl,fshbwl,1
figuring,fig'ng,1
honoring,honrng,1
sacrilege,s'ledge,1
exploration,xplration,2
watching,watcng,1
americana,AMRCANA,1
telescopes,scope,1
graduates,duates,1
acceleration,accel,4
bristling,brstlng,1
eyelashes,ilashs,1
independents,indie,1
smoldering,SMDNG,1
sorbonne,srbn,1
passersby,passrby,1
khamenei,kha,1
reiterated,reitrtd,1
inspector,inspctr,1
drunkenly,drnknly,1
relentless,rltlls,1
gratuitous,grtts,1
correspondents,corres'pts,1
academically,acadlly,3
embarcadero,mbrcadro,1
glimmering,glimring,1
unreliable,urliab,1
nightclubs,NC,1
deflecting,Dflectin,1
hurrying,hryg,1
incredibly,incre,1
reaching,reachng,1
distraught,DSTRAUGHT,1
crystals,crystal,1
greenwald,Grnwld,1
measurements,measrmnts,4
paranoid,prnd,1
pentecostal,pentcstl,1
rivalries,rivlrs,1
approvingly,apprvngly,1
instances,instcs,1
carleton,cltn,1
recognised,Regnisd,1
cartwheels,cartwhls,1
honorable,hnrble,1
manipulation,manption,1
sartorial,srtrl,1
caltrans,c-trans,1
colonization,colniztn,2
holloway,hollwy,1
impregnated,imprgntd,1
firefighters,ffghtrs,1
childcare,chldcr,1
armaments,armmts,1
jurisprudence,jurispr,7
acceleration,pelt,5
realization,realztn,1
scrapping,scrppng,1
springfield,spngfld,1
schoolchildren,schchln.,1
fleischer,flishr,1
emissaries,emsss,1
trapdoor,TRPDR,1
frenchmen,frnchmn,1
liberate,lbrat,1
detective,dtctv,1
extracurricular,xtracular,5
impersonating,mprsntng,1
carefree,crfre,1
underlining,underlin,1
foodborne,fdbrne,1
ferociously,Ferocisly,1
relinquished,rlnqshd,1
bestselling,bstselln,1
warriors,wariors,1
terrorizing,Trrz,1
biopsies,biops,1
terrible,terbl,1
multifaceted,multfactd,4
dismounted,Dsmntd,1
atmospheric,atmosphrc,1
assaults,asalts,1
irregular,Irrg,1
geopolitical,geopolit,1
manufacture,mftr,2
hangovers,hngvrs,1
terrorized,trrorizd,1
enrollments,enrllmn,2
experiments,experim,5
blackberry,Blkbry,1
faltered,fltred,1
thunderbolt,thndrblt,1
sprinted,sprntd,1
interlocutors,INL,1
somberly,smbrly,1
metaphorically,mtafrcly,1
enrichment,nrichmnt,1
observatory,obsrty,1
stalling,stalng,1
westward,wwrd,1
independent,IN,1
confines,Confnes,1
tributes,trbts,1
repulsed,rplsed,1
storefronts,strfrt,1
compartment,cmprtmnt,2
dispersing,dsprsng,1
itineraries,itnrs,1
uplifted,upliftd,1
bedeviled,bdvld,1
untapped,untapp'd,1
lifelike,lflk,1
emperors,wmprs,1
unfaithful,nfathfl,1
conceived,cncvd,1
vocational,vocal,1
scouring,scrg,1
profiling,profl'ng,1
reloading,rld,1
enrollments,enrlmnts,7
headdresses,hdrss,1
geologically,geolcly,1
oceanography,ocgpy,1
troubling,trobling,1
imbedded,imbdd,1
primordial,primodl,1
judicial,jdcl,1
parliamentary,parliamntry,2
fillmore,filmo,1
perpetuity,prptuty,1
perennial,prnl,1
stretcher,strchr,1
slashing,slshg,1
briefcase,brfcs,1
treaties,tretz,1
ethicist,ethst,1
youngsters,yougster,1
secondary,scndary,1
unabated,unbtd,1
camcorders,camcdrs,1
industrialized,indtlzed,2
democratization,democratiz,1
exploration,explrtn,6
shortcuts,shrtcts,1
meteorological,mtrlgcl,14
inflammation,inflamm,1
stifling,stflng,1
verdicts,verd,1
evidentiary,evidntry,1
reprimand,rprmn,1
instructional,instrctional,2
misusing,msusng,1
declaring,dclrng,1
injunction,ijctn,1
instinctual,instc,1
socialization,sociali,15
cumulative,cumltve,1
squatted,sqtd,1
musician,mscn,1
phonograph,phngrph,1
folklore,flklr,1
foolproof,flpr,1
meredith,mrdth,1
applicability,aplb,1
persistence,PRSTNCE,1
interpreted,ntrprtd,1
decentralized,dcntrlz,5
industrialized,indstrlzd,2
supersonics,supsnic,1
embargoes,mbrgos,1
collisions,collis,1
dateline,Dateln,1
involving,invlvng,1
blockades,b'ades,1
mechanically,mechani,4
undertaking,udtkg,1
dispersion,DISPRSN,1
astronomer,astrnmr,1
parliamentary,prlmntr,12
reinventing,reinvntg,1
scrubbing,scrbbin,1
municipality,muncplty,1
benighted,bkgtd,1
collaborating,COLABR,1
sympathetic,sympthtc,1
gymnasts,gymnsts,1
manipulated,manpltd,1
assortment,assortmt,1
automotive,automtv,2
confiscate,cnfscte,1
encircling,Ncrclng,1
rumsfeld,rf,1
purposes,prposes,1
currency,crrncy,1
dialogue,dialogue,1
preparations,preps,1
congresswoman,congressw,1
salutary,sltry,1
ultralight,ultrlgt,1
internally,ntrnally,1
sixteenth,sxtnth,1
screamed,scrmd,1
circumstance,circstnce,1
victorious,viktorus,1
internationally,intnly,7
titillating,TITLTNG,1
experiments,expts,1
combustion,comb,6
falsetto,flsto,1
inauguration,ingrtn,1
beckoned,beknd,1
urbanized,urbnzd,1
thriller,riller,1
treeless,3less,1
combustion,comstion,1
bragging,brgng,1
narrator,na'tor,1
stapleton,stpltn,1
legendary,legy,1
industrials,industrials,1
squandering,sqndrng,1
mailings,mlngs,1
grasslands,grsslnds,1
allowance,lllwnce,1
versatile,vers.,1
breakaway,brkwy,1
grandeur,grndur,1
acceleration,acc.,1
exasperated,Exaspratd,1
smithsonian,smthsnn,1
suggestively,sggstvely,1
neurology,neuro,1
speeches,talks,1
princeton,prnceton,1
remember,Rmbr,1
pyramids,prmds,1
murderous,mderous,1
pancreatic,pncretc,1
guidebook,gdebook,1
anonymous,annyms,1
differentiates,diffnts,1
bastille,btlle,1
sprawling,sprwlg,1
prolonging,prolongg,1
movements,MVEMNTS,1
educationally,edctnlly,1
juxtaposition,jxtpstn,1
pioneering,pionrng,1
constellations,cnstlatn,1
housekeeping,h'keeping,1
manufacturing,manring.,1
nationals,nationls,1
mickelson,mcklsn,1
imperatives,impratvs,1
transcriptions,trancecrptns,1
symbiotic,symbiotc,1
atmospheric,atmospheric,2
pictured,pictd,1
bestseller,bstsllr,1
experiments,exmts,2
enveloping,envlpng,1
constitute,constoot,1
challenger,chalengr,1
voltaire,voltair,1
flattened,flattnd,1
operative,op've,1
obedient,obnt,1
enrollments,nrlmnts,1
multimillionaire,MUTMIL,1
nutrition,ntrn,1
wisecracking,wisec'kng,1
paralysis,pryls,1
geopolitical,geopo,2
interstellar,inst,1
insurgencies,insrgs,1
militancy,mltancy,1
eschatological,schatolgcl,1
maneuverability,mnvblty,1
flopping,flppng,1
belittling,blttlng,1
illusion,illusn,1
helpings,hlpns,1
modulate,mdlate,1
horsepower,horsepo,1
unfinished,ufsd,1
socialization,socilzatn,2
regrettably,rgrtbly,1
internationally,intly,1
imminent,mminent,1
factions,factns,1
explorations,explor,2
march/april,mar/apr,1
accelerating,acclting,4
expeditions,xped,4
infiltrate,inflte,1
upstarts,upsrts,1
audiovisual,audivsl,1
mechanical,mechncl,1
binocular,Binculr,1
congregations,congratons,1
academically,academi,5
demonstrate,d'strate,1
industrialized,indlized,3
uninvited,uninvd,1
magnificent,magnct,1
approach,apprch,1
palatine,palatne,1
trustworthy,tswy,1
uncannily,uncnnly,1
samuelson,samlsn,1
unscheduled,nshdled,1
showplace,Shwplce,1
internationally,internly,1
dehumanizing,dhmnzing,1
comprehension,comp.,1
undisputed,undsptd,1
proprietary,Proppy,1
ominously,omi,1
theological,tlogical,1
forecasting,forecasting,1
ensnared,nsna,1
socialize,socials,1
industrial,indtrial,4
astrophysicists,asphys,1
planners,plnnrs,1
channing,Chnng,1
stratosphere,stra,1
interstellar,instlr,2
delineation,delintn,1
alternating,altnt,1
emissary,emss,1
villainous,vllns,1
appetizing,Apptzng,1
compartment,compart,5
grafting,grftg,1
mitterrand,francois,1
biennial,binnial,1
inhaling,inhl,1
compartment,compartment,1
obsidian,obs,1
appreciate,APPREC,1
manipulation,manplton,1
strangest,strangy,1
attaining,Atning,1
colonels,COL,1
experiments,exper,6
workplaces,work,1
extracurricular,xtrcrriculr,3
mounting,mntng,1
transmits,trnmts,1
molesters,Molstrs,1
propeller,prplr,1
gonorrhea,gnrha,1
echelons,Echlons,1
shatters,shtrs,1
sterling,strlng,1
lighters,lighters,1
convinced,convcd,1
auerbach,aurbsh,1
rezoning,zoning,1
iroquois,irqus,1
terrance,trnce,1
congresswoman,congrss,1
unharmed,unharmd,1
showering,shwrg,1
interacts,intracts,1
personas,p'snas,1
fortifications,ftcts,1
distinctive,dstnctv,1
slithering,Slthrng,1
refurbish,Refrb,1
reworked,rewk,1
confession,cnfssn,1
pathetic,pthetic,1
adventurers,advntrs,11
superintendents,sptndts,1
nomenclature,nomen,1
cataloged,ctlgd,1
twisting,twisin,1
intersections,intrsctns,1
observatory,obsvtry,2
crippled,Crpld,1
internationally,internationally,1
passages,Pssges,1
fleetwood,fltwd,1
importation,Mprtatn,1
expeditions,expedns,1
typifies,typifis,1
imagining,think,1
academically,acdmcly,1
insisting,instng,1
skyrocketing,skyrktg,1
solemnity,Slmty,1
foreigner,frigner,1
dictatorship,tyranni,1
martians,Mrtans,1
unexpected,uxptd,1
reaffirmed,rffmd,1
outmoded,outmoded,1
hypnotized,hpntzd,1
armistice,armist,1
mountain,mntain,1
altitudes,alttds,1
tearfully,trfly,1
conspirators,consprator,1
wildlife,wldlf,1
apprehended,aprd,1
privates,prvats,1
thoroughfares,Thurghfrs,1
professors,profs,10
otherworldly,o'worldly,1
wandered,wndred,1
christensen,ch'sen,1
whispers,whsprs,1
conquest,cnqst,1
massachusetts,msschssts,1
attaching,att'ng,1
manufacture,manufac,10
explores,explrs,1
persuade,prsde,1
occurring,ocrng,1
lemonade,nade,1
deregulate,drglt,1
decision,dcsion,1
plundering,pldrng,1
unwillingly,unwlgly,1
deprivation,dprvtn,1
theological,thelgicl,5
dumbstruck,dmbstrck,1
orchestrated,ORCHRTED,1
circumventing,crcmvntng,1
multinationals,mltntnls,1
archaeology,Archlogy,1
inducing,indcng,1
sectoral,Sectrl,1
exploration,explora,4
proportionate,prprtonate,1
scrabbling,scrblng,1
interstellar,intstlr,1
boutique,botq,1
technological,tech,1
opulence,opulc,1
reminiscence,reminisc,1
assailant,asslant,1
conspired,cnspred,1
approximate,approx,1
medalists,mdlist,1
exacerbated,excbtd,1
wistfully,wsfly,1
depleted,dpletd,1
slightest,slghtst,1
cannonball,canonbal,1
handfuls,hndfls,1
guerrilla,gurla,1
perceptible,percep,1
pipelines,Piplns,1
circumstance,crcmstance,1
eateries,eatres,1
memorabilia,memrbla,1
amazement,mazemt,1
shortages,shortgs,1
eradicated,eradicated,1
forwarding,fwdg,1
transferred,transfd,1
switched,swit,1
raincoat,rcoat,1
repealed,rpeld,1
kindergarten,kindrgarden,2
increment,incr,1
contained,Cont'd,1
vaseline,Vasln,1
filmmaker,flmker,1
academically,acdmcll,6
reassessment,reassmnt,1
saluting,Sltng,1
reaffirmation,refrmtn,1
handshakes,hanshak,1
exploration,explor,1
seatbelt,stblt,1
experiments,xpmts,4
premodern,premo,1
sunflower,sunflowr,1
opposition,opp'n,4
comprised,cmprisd,1
clinicians,clincns,1
contiguous,kontiguse,1
wizardry,Wzdry,1
sluggish,lifeless,1
prehistory,prehstry,1
extraterrestrial,et,21
rewrites,REWRTES,1
degenerate,degen,1
predation,prdtn,1
transportation,trans,7
watercress,wtrcrs,1
restraining,restraning,1
wildcats,wildc'ts,1
extracurricular,xtraclar,1
empathetic,mptht,1
ibuprofen,ibpfn,1
canisters,cnstr,1
legalizing,leglzing,1
encouragingly,encgly,1
waterfowl,H2Ofowl,1
vernacular,vrnaclr,1
amphetamines,amphtmns,1
portrays,prtrys,1
mismatched,msmtchd,1
sailboat,slbt,1
moderating,modratng,1
unvarnished,unv'd,1
maddeningly,madngly,1
convulsions,convulsions,1
babysitting,bbysiter,1
irrigated,irrgtd,1
discriminates,discmnts,1
survivors,svos,1
kindergarten,kinder,4
assemblies,asemblee,1
manufacturing,manu,1
jurassic,juras,1
animations,animatns,1
cleanliness,clnlnss,1
utilized,utlzed,1
shortfall,srtfl,1
freebies,frbees,1
colliding,cold,1
pretends,prtnds,1
projectors,prjrs,1
university,unity,3
bypassing,bypass'g,1
relocation,rlctn,1
faculties,faculty,1
sandwiches,sndwchs,1
procedures,prcedures,1
shivering,Shvring,1
waterman,waterm.n,1
internationally,intern,2
reentered,rentrd,1
fractions,Fracs,1
warranted,warnt,1
university,unvrsty,3
equivocal,quivocal,1
patronizing,ptrnzing,1
meteorological,meteological,1
dwindled,dwndld,1
perceived,pcvd,1
meridian,MRDN,1
suffocating,sfocatng,1
checkered,chckred,1
congresswoman,congwoman,1
signalled,signaled,1
roulette,rltte,1
microorganisms,microorgs,3
manufacture,manu,5
primitive,prmtv,1
arbiters,arbtrs,1
talkative,talk,1
collectible,Cllectble,1
disquieting,disqtng,1
tourniquet,tonq,1
university,univers,1
philosophy,Philphy,1
restaurateur,restorontor,1
detachment,dtchm,1
bombarded,bmbar'd,1
marginalized,marg'zd,1
attributes,attbs,1
submerged,submrgd,1
acceleration,accel'ation,1
monotone,monotn,1
instrumentation,intr'tation,1
applicants,Aplcnts,1
spokeswoman,spkswman,1
educating,edctng,1
corvallis,crvls,1
beginnings,bngg,1
bennington,benngtn,1
separateness,sprtness,1
infractions,Nfrctns,1
comprehension,comp'n,1
unproductive,nprductv,1
reinterpret,reintrprt,1
mosquitoes,mosqto,1
irritates,iritats,1
consequence,consquenc,1
alleviation,alvtin,1
permitted,Permitd,1
expeditions,trip,1
catheter,cathet,1
schoolchildren,schchdrn,3
siberian,sibrn,1
vaccines,vaccs,1
scathing,scthng,1
institution,insttutn,1
satirist,satirst,1
chernobyl,chrnobl,1
searches,srchs,1
charitable,Chrtbl,1
articulates,ARTICLTS,1
auctioning,aktiing,1
counterbalance,cntbal,1
observatory,observa,1
appraising,apprsng,1
genomics,Gnomcs,1
accelerating,acclrtg,2
sensibly,snsbly,1
borrower,borwr,1
indignant,indignant,1
thematically,thmtly,1
implicating,mplctng,1
dealership,dlrshp,1
accelerating,acclrtn,7
microorganisms,mcrrgns,8
refining,refng,1
cranberries,crnberrys,1
excavated,Xcvtd,1
treasure,Tresur,1
crackers,CRAKS,1
disintegration,distg,2
maximized,mxmizd,1
harmonies,hrmnies,1
middlebury,mddbury,1
peacefulness,pcfns,1
contends,cntnds,1
armenian,armnian,1
silhouette,slhett,1
protectionism,prtctonsm,1
headwaters,hdwtr,1
undergraduate,undergr,3
manipulation,manip,6
heathrow,Hrow,1
equation,Eqatn,1
europeans,europns,1
premonition,PREM,1
fantastic,fntstc,1
referencing,refncng,1
windshield,windshi,1
confluence,conflunc,1
censured,cnsrd,1
passageways,p'ways,1
unbeknownst,ubkwst,1
projectile,proj,1
instructional,instruc,3
hypocrites,hypcrtes,1
florists,flrsts,1
fluctuate,Flcate,1
investment,invstment,4
stephanie,steph,1
appearances,apcs,1
internationally,tianlly,1
expeditions,exped,7
probably,Proly,1
prepared,p'pard,1
mobility,mblty,1
hallucinating,hluctg,1
exception,excptn,1
extraterrestrial,extrtrr,4
ignoring,ignring,1
inconsiderate,incnsdr8,1
chrysler,car,1
resident,residnt,1
emblematic,emblmtc,1
windowpane,wndowpn,1
frothing,ftng,1
dictatorship,dictato,5
difficulty,dffclty,1
degraded,dgrdd,1
astrophysics,astphyscs,1
interstellar,intstel,2
terminal,tml,1
hermeneutic,hermenneutic,1
combustion,combtn,3
ontology,ontgy,1
occidental,occ,1
jingling,jnglng,1
indefatigable,indftgble,1
midwives,mdwivz,1
wastebasket,WSTBSKT,1
cheekbones,cheekbns,1
circumstance,circums,6
signifiers,sgnfirs,1
seamless,smlss,1
compartment,comprtmnt,1
formative,frmtiv,1
attended,attnded,1
coattails,coatails,1
anesthesia,asta,1
fallback,FB,1
compartment,cmptmnt,2
latrines,latrins,1
bitterness,btrnss,1
jurisprudence,jurisprud,1
transmissions,transmsn,1
reynolds,rynolds,1
ironclad,irncld,1
antisocial,ntso,1
supervised,Suprvsd,1
redouble,redbl,1
maneuvering,manuvrng,1
prohibited,prohib,1
brezhnev,brznv,1
scaffolding,SCAFNG,1
constitution,constit,8
disallowed,dsallwd,1
enforced,enfcd,1
illustrating,ill'g,1
courteous,cteous,1
minimalism,minilism,1
sotomayor,sotomyr,1
ascribes,Acrbs,1
boneless,bnlss,1
bedfellows,bedfllws,1
tireless,trlees,1
harmonic,hrmnc,1
illegitimacy,illgtm,1
nanosecond,nscnd,1
fingerprinted,fngrptd,1
worldcom,wrldcm,1
canterbury,canbry,1
overflowed,ofwd,1
investigates,invstgates,1
possibilities,posbts,1
paraffin,prfn,1
offensive,offend,1
depreciation,dpctn,1
devastate,devste,1
imitated,mtatd,1
undertaking,undrtkn,8
permanence,prnece,1
granddaughters,grddghtrs,1
jurisprudence,juri,1
localized,loca,1
simulates,sims,1
manipulation,mnpultion,1
contention,contention,1
imperialism,mperlsm,1
jurisprudence,jury,1
materialistic,matlistic,1
flogging,flg,1
backdrops,bkdrps,1
insanely,nsnly,1
composure,comp're,1
streamlining,stmlg,1
socialization,socialaz.,1
grasshopper,ghpr,1
matchups,mtchps,1
instructional,instrctnl,3
undergraduate,undrgrd,10
instructional,instruct,1
outlived,Otlv,1
constructivist,constructiv'st,1
instrumentation,instrmntatn,3
spinster,spnt,1
calculate,CAL,1
assignments,assigmts,1
sprinkled,sprnkled,1
greyhound,ghound,1
strength,strgth,1
pressing,prssng,1
paradise,Pards,1
wordlessly,wordlssly,1
electrical,elec,18
instructional,instructi,6
individualistic,indvlstc,1
antioxidants,antoxds,1
copernicus,Copnicus,1
celestial,Celestl,1
threatening,threatng,1
sparrows,sprow,1
nameplate,name,1
antidepressants,antdprssants,1
avuncular,avclr,1
snowmelt,s'melt,1
cavities,cavit's,1
brownback,brnbck,1
dealerships,dlrship,1
circumstance,circ,8
happiest,hpst,1
funniest,funnst,1
constellations,constellat,3
commuters,c'ters,1
academically,academ,1
discharge,Dischrg,1
sherrill,shrl,1
harassing,hrssng,1
markedly,mkdly,1
decentralized,dectrlzd.,1
basements,bsmts,1
wellesley,wellsly,1
expiration,xprtn,1
partnerships,partnshps,1
stratosphere,stratos,11
principals,prin,1
unsettled,unsetled,1
subtests,subts,1
biracial,birl,1
comprehension,cmprhns,1
florence,flrnc,1
devotions,devots,1
attacked,atakd,1
sledding,sled,1
renewable,rene,1
nineteenth,Nintnth,1
reminder,remder,1
visualization,viz,1
antiterrorism,ntitrorsm,1
frazzled,FZD,1
synthesizers,snthszrs,1
windshield,wndshild,2
enrollment,enrlmnt,1
bartering,brtring,1
disorientation,dsrntatn,1
constitutionality,cnstitnalty,1
backyards,bckyards,1
oftentimes,oftntms,1
plantations,plntatn,1
skinheads,skhe,1
appalachians,applchns,1
fluoride,f'ide,1
kindergarten,kndergrtn,1
fairways,f'ways,1
scheduled,shedld,1
occasionally,occly,1
polemical,plmc,1
cheekbone,chkbn,1
cultured,ctd,1
uninterested,unitnrstd,1
instrumentation,1strenrn,1
proactive,prctv,1
incoming,incmng,1
crawfish,crwfsh,1
dumpsters,DPSTR,1
combustion,combust,1
manipulator,Mnplr,1
multiply,milty,1
numerals,numr,1
connects,cncts,1
tightening,tgtng,1
undertaking,udrtkg,1
unmediated,umed,1
germantown,grmntwn,1
adventurers,advntu,1
assignments,asnmnts,1
lavatory,lav,1
incontrovertible,Ncntrvrtbl,1
demoralizing,demorlzg,1
sharpening,shrpng,1
auditioning,audng,1
countering,cnterng,1
punctuate,Pntuate,1
disarray,dsray,1
vaccinate,vacnte,1
physicality,phys,1
freaking,freak,1
atmospheric,atmospher,1
illuminated,illmintd,1
electrical,ele,1
microbial,MI,1
educates,educs.,1
anachronism,Anachrsm,1
complement,cmplmt,1
husbandry,hsbndry,1
militant,mlitnt,1
budgeting,budgeting,1
wheatley,whtly,1
baptized,bptzd,1
eradicate,rdicat,1
maintenance,mntnc,1
clintons,clntns,1
sleepiness,slpnss,1
evenings,eve,1
hyacinth,hycnth,1
enrollments,enrollments,2
chagrined,chagr,1
chuckling,chklng,1
reprisal,rpsl,1
instructional,instruonal,1
richland,rchland,1
underlines,ndrlns,1
cumberland,cmbrlnd,1
breeches,brch,1
lacquered,lacqrd,1
decidedly,decd,1
colonizing,colnzng,1
backtracking,backtrckng,1
database,dbs,1
claremont,cl'mont,1
intimately,intmatly,1
manipulation,mnpulation,1
unnecessarily,Unnesrly,1
refurbished,rfbsh,1
rapidity,rapdty,1
weightlessness,wtlesns,1
rotational,rotnl,1
university,univ.,1
spartans,sprtns,1
headliner,hdlnr,1
incandescent,Incadecent,1
bountiful,bntfl,1
gorgonzola,ggnzl,1
assignments,assign,6
motorola,rola,1
courageously,bravely,1
immunity,imty,1
ambulatory,ambtry,1
excommunicated,excommed,1
directorial,drectral,1
homilies,homys,1
geographically,geogrphcly,1
realized,rlzd,1
theological,theolog,3
rocketing,rocktng,1
individualistic,individualistic,1
horribly,hrbly,1
snickering,snckrng,1
coalitions,coaltns,1
unleashing,unlshng,1
frighteningly,frghtenly,1
orwellian,orwlln,1
recessed,ressed,1
extraordinaire,xtrdnr,1
coverings,cvrngs,1
broadside,BS,1
philosophies,phils,1
undertaking,ndrtkng,1
colonization,clnztn,1
dovetail,dvtl,1
outlandish,otlndsh,1
pickering,overliking,1
contours,Contr,1
encryption,ncrypt,1
schulman,SCHMAN,1
beforehand,bforhand,1
coordinators,coords,1
justifies,justfies,1
infiniti,infin,1
necessities,abrv,1
hundredth,hndth,1
unfolded,nfoldd,1
respectability,rspctblty,1
distaste,dstast,1
icelandic,iclndic,1
categories,atgs,1
decentralized,decentralized,1
likening,likng,1
unhurried,unhur'd,1
traditions,trditns,1
statesmen,stsmn,1
virginian,vrgnian,1
mongolia,Mnglia,1
crosshairs,crosh,1
constellations,consteltns,1
unearthly,nrthly,1
skyrocket,skyrokt,1
daydream,dadrm,1
riskiest,rskst,1
elective,Lctv,1
differentiated,diffenttd,1
investment,invest.,1
educationally,educlly,1
spectroscopy,spectrcpy,1
qualifies,QUFY,1
hijackings,hijkngs,1
subtitled,subld,1
definition,def,1
humphrey,humphrey,1
