original,abbreviation,count
appalachians,applchns,1
kindergarten,kndergrtn,1
scheduled,shedld,1
dictatorship,dict'ship,1
combustion,combust,1
numerals,numr,1
microorganisms,microorgs,1
undertaking,udrtkg,1
unmediated,umed,1
adventurers,advntu,1
punctuate,Pntuate,1
disarray,dsray,1
vaccinate,vacnte,1
physicality,phys,1
freaking,freak,1
atmospheric,atmospher,1
electrical,ele,1
educates,educs.,1
anachronism,Anachrsm,1
complement,cmplmt,1
suggesting,sggsting,1
wheatley,whtly,1
maintenance,mntnc,1
sleepiness,slpnss,1
enrollments,enrollments,1
reprisal,rpsl,1
instructional,instruonal,1
richland,rchland,1
breeches,brch,1
manipulation,mnpulation,1
undergraduate,undgrad,1
refurbished,rfbsh,1
university,univ.,1
incandescent,Incadecent,1
signifies,signfies,1
vaseline,Vasln,1
geographically,geogrphcly,1
theological,theolog,1
rocketing,rocktng,1
individualistic,individualistic,1
horribly,hrbly,1
unleashing,unlshng,1
extraordinaire,xtrdnr,1
undertaking,ndrtkng,1
colonization,clnztn,1
contours,Contr,1
encryption,ncrypt,1
justifies,justfies,1
necessities,abrv,1
inconsiderate,incnsdr8,1
decentralized,decentralized,1
crosshairs,crosh,1
firestorm,frstm,1
unearthly,nrthly,1
skyrocket,skyrokt,1
reimburse,reimb,1
educationally,educlly,1
undergraduate,undrgt,1
industrial,ind,1
manipulation,manipul,1
planters,plntrs,1
principals,prpls,1
democratization,demzation,1
automotive,automot,1
experiments,expmts,1
doomsday,doomsd,1
parliamentary,prlamntry,1
observant,obs'vnt,1
fingernail,fngrnl,1
dictatorship,dictatshp,1
migrating,migrat.,1
promising,proms,1
phillips,phllps,1
convenient,Convnt,1
galleria,gllra,1
communicator,com,1
spherical,sercl,1
jurisprudence,jrsprdence,1
refinancing,refinanc'g,1
mccartney,mcartny,1
instructional,instr,1
enrollment,enrollm,1
trustworthy,trstwrty,1
threshold,thrh,1
individualistic,individual,1
distinguishing,distinguishng,1
professors,profess,1
discrepancies,dscrpacies,1
may/june,may/june,1
khamenei,kha,1
enrollments,enrolmts,1
starship,strshp,1
multifaceted,multi,1
clowning,clownng,1
electrode,lctrd,1
kindergarten,kndgtn,1
undersea,underc,1
populism,popul'sm,1
unopened,unopnd,1
honorees,honre,1
tantalizingly,tntlzngly,1
parlayed,parlyed,1
attributable,atrbtble,1
decadence,dcdnc,1
workshops,wksps,1
cambodia,cmbd,1
breached,brchd,1
welcomes,wel,1
inflationary,inflati,1
inflationary,inflate,1
manufacture,manuf,1
atmospheric,atmosph,1
effluent,efluent,1
primarily,prmi,1
messenger,msgr,1
manufacturing,mnfctring,1
gardeners,grdnrs,1
stereotype,strtyp,1
imperceptible,Imprcptble,1
socialization,socztion,1
hereafter,hereaftr,1
watchdogs,watchK9's,1
manufacturing,mftg,1
interdependent,interdep,1
fulfilling,Fulfilng,1
pestering,Pstring,1
supersonic,sprsonc,1
undertaking,untak,1
multiplied,multp,1
masturbation,mastbat,1
lieutenants,ltnts,1
littlest,Lillest,1
hardships,hrdshps,1
paradise,Pards,1
windshield,w'shield,1
sparrows,sprow,1
overcook,ovrcook,1
comprehension,compreh,1
jurisprudence,jrsprdn,1
eventual,evtl,1
husbandry,hsbndry,1
inflationary,inflat,1
researcher,res'cher,1
unnecessarily,Unnesrly,1
graduation,grdtn,1
mcnamara,mcnma,1
consummation,cons,1
parliamentary,parltary,1
dressing,drsng,1
enrollment,enrllmnt,1
southwest,sw,1
overtime,OT,1
liberated,lbrtd,1
credentialed,crdtld,1
graduation,gradn,1
colonization,colonization,1
pleasure,plsure,1
vocational,vocatio,1
miserable,Misrble,1
indecent,Indicnt,1
lumbered,lmbrd,1
undertaking,undrtaking,1
accelerating,acceler,1
excellency,exclncy,1
disintegration,dsntgrt,1
transmissions,tsmsns,1
satisfactorily,satify,1
colonization,colnzation,1
hurricanes,hrcns,1
investment,invstmn,1
investment,invstmt,1
modernist,mdnst,1
justifying,jstfyng,1
inaccuracies,nacurcy,1
powdered,pwdrd,1
legalistic,lgl,1
assignments,assignm,1
profited,profitd,1
sensibly,snsbly,1
university,univst,1
communicator,comcator,1
trustworthy,trstwrt,1
disintegration,disinte,1
undergraduate,ugrad.,1
industrialized,indstrialized,1
stoplights,stplghts,1
reticence,retic'ce,1
accelerating,accelerating,1
comprehension,cphs,1
conferring,confab,1
huckleberry,hcklbrry,1
constitution,cnstution,1
throwing,thrwg,1
gubernatorial,gubrntial,1
freshman,frshmn,1
unconscionable,unconsnbl,1
manipulating,manip,1
telescopes,tlscp,1
geopolitical,gepltcl,1
opposition,oppstn,1
assignments,asigmnts,1
bicycles,byckol,1
microorganisms,microor,1
disintegration,dsntgrtn,1
ambiguous,ambig,1
esperanza,Espranzr,1
diminish,dmnsh,1
windmills,wndmills,1
emporium,emprm,1
unplanned,unplnd,1
congresswoman,congres,1
coaching,cochng,1
parliamentary,parl,1
adventurers,advers,1
experiments,exp,1
protrude,protrud,1
counterparts,countp,1
extracurricular,extcur,1
explorations,expls,1
comprehensive,compreh,1
industrial,indstl,1
referent,refrnt,1
emphasize,emphas'ze,1
extraterrestrial,extrater,1
responders,rspnders,1
geopolitical,geopol,1
modernize,mdrnz,1
manufacturing,mnfctrn,1
undertaking,undtak,1
horseshoes,hrsshs,1
industrialized,ind'ized,1
postponing,pstpning,1
unprotected,unprtctd,1
manufacturing,mfg,1
heroically,hrclly,1
pensacola,pnscla,1
socialite,social,1
imperial,imprl,1
efficiently,eff,1
horsepower,hp,1
combustion,cbn,1
mystique,mystque,1
playmates,plymt,1
nightgown,Ngthgn,1
instrumentation,instrumentation,1
uncommitted,uncom,1
rearranged,rearrngd,1
unifying,Unifyng,1
bluebird,blbd,1
constitution,consttn,1
mechanically,mech.,1
vastness,vstness,1
circumstance,crcstance,1
academically,acadally,1
magnesium,magknesum,1
multifaceted,multifa,1
painfully,painf'y,1
observatory,obstory,1
dramatize,drmatz,1
financing,fnc,1
transmissions,transmisses,1
gentlemanly,gntmnly,1
dissemination,disemntn,1
operandi,oprndi,1
spokespeople,Spokspple,1
mechanically,mechy,1
enrollment,enrlmt,1
combustion,cmbstn,1
workbench,wbnch,1
prodigal,prdgl,1
interstellar,inst,1
moustache,mustch,1
apotheosis,apoth.,1
manufacture,manfc,1
industrialized,industry,1
meteorological,met,1
industrialized,industri,1
internationally,intnatnal,1
compressed,cmprsd,1
collaborative,collab,1
assignments,asmts,1
congresswoman,cngrssw,1
adventurers,advnturers,1
individualistic,indvlstc,1
parliamentary,palmnts,1
knoxville,knxvll,1
geothermal,Gethmal,1
undergraduates,undrgraduats,1
summarily,sumly,1
manipulation,manpltn,1
cracking,crkng,1
endocrinologist,endrocrinolgy,1
streetcars,Stcrs,1
academically,acadmly,1
douglass,dglas,1
positions,pstions,1
serviceman,srvicemn,1
democratization,democrtztn,1
undermined,und,1
yorkshire,Yokshre,1
assignments,assments,1
crucifixion,crucifxn,1
selectively,selectvly,1
atmospheric,atmos,1
nutritionists,ntrnst,1
separatist,sep'tist,1
whiteness,Whtnes,1
indecipherable,indcphbl,1
windshield,winshld,1
skepticism,skptcm,1
combustion,combstn,1
marlboro,mrlbro,1
regulating,reg,1
instrumentation,instr,1
dictatorship,dcttrsh,1
manufacturing,mf,1
jurisprudence,jurprud,1
individualistic,individ,1
unequaled,ueqld,1
industrialized,indust,1
instructional,instrct,1
climbing,clmbing,1
incinerated,incinratd,1
unleaded,unl,1
constellations,constlations,1
electrical,elecl,1
apologies,plgys,1
profanity,pfnty,1
atmospheric,atm.,1
sleepwalking,slpwlkng,1
dramatically,drmtclly,1
saxophone,sax,1
manipulation,mnpltn.,1
strikeout,strike,1
totality,totlty,1
explorations,xplortns,1
comprehensive,comp,1
positing,posit,1
socialization,socializ,1
warheads,wrhds,1
restroom,wstrom,1
democratization,dmcrtzt,1
transmissions,transmsns,1
refreshing,rfrshng,1
internationally,intrntn,1
academically,acdmlly,1
drunkard,drunkd,1
multifaceted,mltfctd,1
indictments,Indcmts,1
chauncey,choh,1
regularly,Regulrly,1
university,univ,1
theological,thelgcl,1
shortens,shrtn,1
july/august,jul/aug,1
encouraged,encgd,1
masterpieces,Mstrpies,1
compartment,cmptmnt,1
expanding,xpandng,1
forgiving,frgvng,1
uninvolved,uninvlvd,1
microorganisms,micrognsms,1
cringing,crng,1
floundering,flud,1
observatory,obsrvtr,1
winemaker,wnmkr,1
mosquitoes,mosqto,1
calculus,calc,1
distinctly,dstctly,1
heavenly,hvnly,1
consensus,consen.,1
discontinued,dscntd,1
decentralized,dcentzd,1
socialization,soclztn,1
motorcycle,mtrc,1
extracurricular,extracrcula,1
meteorological,meteorolog,1
locomotive,loco,1
normalized,nrmlzd,1
hangovers,hngvrs,1
circumstance,circmstnc,1
pamphlet,pmplt,1
opposition,ppstn,1
satellites,satllts,1
precarious,prcrs,1
processed,pross,1
internationally,interntly,1
dominance,dmnce,1
dartmouth,drtmth,1
bountiful,bntfl,1
enrollment,'rolment,1
repelling,rpllng,1
inducted,indctd,1
rewriting,rewrtng,1
communicator,cmmnctr,1
satellites,sat,1
priesthood,prsth'd,1
reconcile,rcncl,1
lunatics,lunatcs,1
emaciated,emactd,1
favorites,fvrites,1
explorations,explora,1
congresswoman,congrsswomn,1
communicator,cmmtr,1
mainstays,m'nstays,1
microorganisms,microorg,1
graduation,gradutn,1
persuasively,prsuasvly,1
streetwise,strtws,1
diversity,divrsty,1
monochrome,mnchrm,1
constitution,constitution,1
democratization,democ,1
communicator,communi,1
lufthansa,lufth,1
catalysts,catlysts,1
therapist,thrpst,1
dictatorship,dicttrship,1
inconsequential,incnql,1
combustion,combustion,1
benefitted,benftd,1
accelerating,acclrtng,1
sunblock,sblck,1
telescopes,tscopes,1
colonization,clnzn,1
constellations,constelatns,1
directors,dctrs,1
caressed,cares,1
frontline,frntlne,1
circling,Cirlng,1
socialization,soclization,1
opposition,opp,1
preprogrammed,preprgmd,1
vertebrae,vertbrae,1
atmospheric,atmpheric,1
wheelbarrow,barrow,1
satellites,sats,1
anathema,anathema,1
undermining,undrmning,1
interstellar,intrstlr,1
satellites,sate,1
congresswoman,cgrswm,1
reconstructions,reconstrcions,1
dealerships,dlrships,1
kirkpatrick,kirpatrik,1
colonization,colnztn,1
innocuous,inocus,1
manufacturing,build,1
specification,specs,1
satellites,stlts,1
portland,port,1
schoolchildren,schlchld,1
undertaking,undrtkn,1
intransigent,intrnsig,1
mechanical,mech,1
roadblock,rdblck,1
instrumentation,instrument,1
adventurers,venturer,1
disintegration,disint,1
acceleration,acclrtion,1
enforces,enfs,1
constricted,cnstrictd,1
earnestness,earnestn's,1
nothingness,nthns,1
coordinating,codtg,1
localized,loca,1
compartment,comp.,1
constellations,cnstlns,1
federated,fdrtd,1
pedestrians,pdstrns,1
transmissions,transons,1
counseled,Counsld,1
observatory,obsrvatry,1
compartment,compartm,1
disintegration,disinteg,1
microorganisms,micorgan,1
machiavelli,machaveli,1
revisionism,rvsnsm,1
compartment,compt,1
devoutly,dvtly,1
customization,cstmiztn,1
educationally,edctnll,1
teenager,TA,1
daydreaming,daydream,1
combustion,cmb,1
comprehension,compre,1
secretive,secrtv,1
compartment,comp,1
multifaceted,multifcted,1
undergraduate,undergrad,1
released,rel.,1
subtraction,subtn,1
anatomic,antmic,1
biography,bio,1
laboratory,labrtory,1
individualistic,indivd,1
culinary,cul,1
barrymore,barmo,1
electrical,elctrcl,1
acceleration,acclrtn,1
signpost,SNPOST,1
deflected,dflctd,1
windward,wndwd,1
constellations,constels,1
installs,instlls,1
compartment,cmprtmn,1
wrongfully,wrong,1
extracurricular,extrcuricla,1
reinhardt,rinhrdt,1
averting,avrting,1
bridgeport,brdgport,1
dictatorship,dship,1
refuting,refutin,1
lieberman,libman,1
combustion,cmbustn,1
academically,acad,1
forerunner,4rnnr,1
corporeal,crpreal,1
unforgiving,unfgvg,1
acceleration,acc,1
theological,theolgcl,1
preening,Prengn,1
communicator,comm,1
molecular,mlcr,1
accelerating,accelerate,1
inspected,nspctd,1
amicably,mcbly,1
parliamentary,p'mentary,1
forebears,fb,1
expeditions,expedit,1
collisions,collisns,1
undertaking,underta,1
stratosphere,strtsph,1
industrialized,industrial,1
manipulation,mnipltn,1
decentralized,decentlzd,1
witnessing,WTNing,1
disposal,dsposal,1
assignments,asnmnts,1
electrodes,elect'des,1
acceleration,acceler,1
interdependent,intrdpndnt,1
occupancy,occup,1
switzerland,swiss,1
transportation,transp,1
collisions,collsns,1
hemoglobin,hemoglob,1
sneering,snrg,1
candidly,Candly,1
excerpted,xcrptd,1
qualifiers,qf,1
dismayed,dsmyd,1
expatriate,expatr8,1
schoolchildren,schooch,1
transmissions,trnmssons,1
enrollments,enrolmnts,1
womanizing,wmzg,1
extracurricular,extracu,1
instructional,instructi,1
variables,vari,1
kindergarten,kinderg,1
dealerships,dlrshps,1
manufacture,mfr,1
obsolescence,bslscnc,1
opposites,opsits,1
constitution,cnstn,1
manufacture,mfg,1
schoolchildren,schch,1
voyeuristic,voyristic,1
socialization,socialztion,1
everyman,vrymn,1
foolproof,flpr,1
decentralized,dcentralzd,1
reproduced,rprdcd,1
industrialized,industr,1
jurisprudence,jurisurence,1
investment,invment,1
utterance,uttrance,1
undergraduates,undergrad,1
constellations,cnstlat,1
heretical,Htical,1
farewells,frwls,1
indefensible,indfensble,1
graduation,graduat,1
blissfully,blisflly,1
schoolchildren,sc ch,1
authentic,auth.,1
unchanging,unchngng,1
constitution,constit,1
interdependent,interdpndnt,1
academically,acadmcly,1
englishmen,englshmen,1
autoimmune,atmmn,1
perilously,Perilosly,1
circumstance,circ,1
individualistic,indvdstc,1
incremental,incrmntal,1
divisiveness,dvsvnss,1
manufacturing,manufac,1
instrumentation,instrumental,1
scrapbook,scrpbk,1
manufacturing,m'facturing,1
meteorological,meteoro,1
snorting,snrtng,1
wolfgang,wlfgng,1
complaints,compl,1
profoundly,prfdly,1
satellites,stls,1
gingerly,giny,1
graduation,gard,1
industrial,indtrial,1
stratosphere,strato,1
vaccinations,vaccintons,1
perpetually,perptly,1
incorrectly,ncrrctly,1
incendiary,inced,1
transportation,trans,1
interstellar,interstel,1
interfering,Intferin,1
splashes,Splshes,1
automotive,autom,1
sexiness,sxns,1
accelerating,accelerat,1
monitoring,mntring,1
educationally,edually,1
transportation,transpttn,1
learning,lrng,1
atonement,atonemnt,1
trafficked,tfkd,1
assignments,assignments,1
generalizable,gnralzbl,1
interrogating,intgtg,1
transmissions,trans,1
assignments,assing,1
pipelines,Piplns,1
measurements,mmts,1
trustworthy,trstwrthy,1
paradoxes,parado,1
intending,ntndg,1
combined,cmbnd,1
handlebar,hndlbr,1
instrumentation,instation,1
sheppard,sheps,1
reimbursement,rimbrsmnt,1
hierarchical,hiaracl,1
deciphered,Deciferd,1
sunflowers,snfws,1
ligaments,lgmts,1
negligent,nglgnt,1
decentralized,decntrlized,1
hysterectomy,Hysttomy,1
turbines,t'bines,1
reflected,Reflted,1
converters,cnvrtrs,1
rehabilitative,rehab've,1
hydrocarbons,hydrocrbns,1
circumstance,circmstnce,1
assertive,asrtv,1
yesterday,y'day,1
shipment,shpmnt,1
chechnya,chekna,1
erickson,rksn,1
initially,inin,1
objections,objet,1
dealerships,dships,1
telescopes,telescopes,1
interdependent,intdent,1
shuttered,shtrd,1
unmitigated,nmtgtd,1
unmarried,unm,1
inflationary,infltnr,1
inflationary,infltny,1
atmospheric,atmsprc,1
educationally,erssa,1
pantsuit,pntst,1
excursions,xcrsns,1
pedestrians,peds,1
ericsson,ercsn,1
givenchy,gvnchy,1
communicator,comun,1
enrollments,enroll's,1
interstellar,intslr,1
shoelaces,shola,1
interdependent,intrdpn,1
enrollment,enrlmnt,1
organisms,orgnsms,1
automotive,autotive,1
wanderer,wand'r'r,1
apprenticed,Apprnticd,1
shortchanged,shrtchngd,1
instrumentation,instrmntation,1
paramedic,prmdc,1
civilians,cvlns,1
valparaiso,vlprs,1
instructional,instructional,1
constellations,cnstlls,1
industrialized,indstrlized,1
locomotive,locomtv,1
explorations,explrtn,1
circumstance,circstc,1
penetrating,pntrg,1
mckinsey,mcknsy,1
relations,rellies,1
irrefutable,irrftbl,1
instructional,instrnl,1
observatory,obsty,1
preoccupied,preocc'd,1
enrollment,enrollmnt,1
signaled,Sgnld,1
undisturbed,undstrbd,1
socialization,socialzation,1
churches,chchs,1
manipulation,manipltn,1
interstellar,intrstllr,1
horsepower,hspwr,1
socialization,socialztn,1
cluttered,Clutrd,1
researches,rschs,1
defamation,dfmtn,1
internationally,interna,1
descending,Dscendng,1
interdependent,interde,1
sausages,saug,1
constellations,constel,1
unsympathetic,Unsymtetic,1
entitlement,entime,1
manufacture,manfctr,1
releases,rleases,1
vagueness,vaguenss,1
convinces,Convnc,1
melodramatic,mldrmc,1
relativism,relatvism,1
exploration,xplrtn,1
windshield,windshield,1
painterly,paintrly,1
trustworthy,trwthy,1
painstaking,painstkng,1
undergraduate,ndrgrad,1
tiresome,tirsm,1
pardoned,pard,1
signature,sig.,1
observatory,observtry,1
bathrooms,bthrms,1
recurrent,recur't,1
playwright,pwrg,1
protective,prtv,1
intrigue,intrg,1
laboratory,lab,1
pasadena,Psdna,1
unheeded,Unhded,1
ceaseless,cesls,1
developer,Devlpr,1
refractor,refract'r,1
atmospheric,atmsp,1
soulless,soules,1
extracurricular,xcurriclr,1
telescopes,telscps,1
