original,abbreviation,count
superintendents,sptndts,1
cataloged,ctlgd,1
twisting,twisin,1
intersections,intrsctns,1
observatory,obsvtry,2
crippled,Crpld,1
internationally,internationally,1
passages,Pssges,1
importation,Mprtatn,1
expeditions,expedns,1
academically,acdmcly,1
solemnity,Slmty,1
foreigner,frigner,1
dictatorship,tyranni,1
martians,Mrtans,1
hypnotized,hpntzd,1
armistice,armist,1
mountain,mntain,1
altitudes,alttds,1
conspirators,consprator,1
wildlife,wldlf,1
thoroughfares,Thurghfrs,1
professors,profs,10
wandered,wndred,1
christensen,ch'sen,1
whispers,whsprs,1
conquest,cnqst,1
massachusetts,msschssts,1
attaching,att'ng,1
manufacture,manufac,10
persuade,prsde,1
occurring,ocrng,1
deregulate,drglt,1
deprivation,dprvtn,1
theological,thelgicl,5
dumbstruck,dmbstrck,1
orchestrated,ORCHRTED,1
circumventing,crcmvntng,1
multinationals,mltntnls,1
archaeology,Archlogy,1
inducing,indcng,1
exploration,explora,4
proportionate,prprtonate,1
interstellar,intstlr,1
boutique,botq,1
technological,tech,1
assailant,asslant,1
conspired,cnspred,1
medalists,mdlist,1
exacerbated,excbtd,1
handfuls,hndfls,1
guerrilla,gurla,1
perceptible,percep,1
pipelines,Piplns,1
circumstance,crcmstance,1
memorabilia,memrbla,1
amazement,mazemt,1
forwarding,fwdg,1
transferred,transfd,1
switched,swit,1
repealed,rpeld,1
kindergarten,kindrgarden,2
increment,incr,1
contained,Cont'd,1
vaseline,Vasln,1
filmmaker,flmker,1
academically,acdmcll,6
saluting,Sltng,1
reaffirmation,refrmtn,1
handshakes,hanshak,1
exploration,explor,1
seatbelt,stblt,1
experiments,xpmts,4
premodern,premo,1
sunflower,sunflowr,1
opposition,opp'n,4
comprised,cmprisd,1
clinicians,clincns,1
contiguous,kontiguse,1
sluggish,lifeless,1
extraterrestrial,et,21
degenerate,degen,1
predation,prdtn,1
transportation,trans,6
watercress,wtrcrs,1
wildcats,wildc'ts,1
extracurricular,xtraclar,1
empathetic,mptht,1
ibuprofen,ibpfn,1
canisters,cnstr,1
encouragingly,encgly,1
waterfowl,H2Ofowl,1
vernacular,vrnaclr,1
amphetamines,amphtmns,1
portrays,prtrys,1
sailboat,slbt,1
moderating,modratng,1
unvarnished,unv'd,1
maddeningly,madngly,1
babysitting,bbysiter,1
irrigated,irrgtd,1
discriminates,discmnts,1
survivors,svos,1
kindergarten,kinder,4
assemblies,asemblee,1
manufacturing,manu,1
cleanliness,clnlnss,1
utilized,utlzed,1
shortfall,srtfl,1
freebies,frbees,1
colliding,cold,1
pretends,prtnds,1
projectors,prjrs,1
university,unity,3
bypassing,bypass'g,1
relocation,rlctn,1
faculties,faculty,1
procedures,prcedures,1
shivering,Shvring,1
waterman,waterm.n,1
internationally,intern,2
reentered,rentrd,1
fractions,Fracs,1
warranted,warnt,1
university,unvrsty,3
patronizing,ptrnzing,1
meteorological,meteological,1
dwindled,dwndld,1
perceived,pcvd,1
congresswoman,congwoman,1
signalled,signaled,1
microorganisms,microorgs,3
manufacture,manu,5
primitive,prmtv,1
talkative,talk,1
collectible,Cllectble,1
disquieting,disqtng,1
university,univers,1
philosophy,Philphy,1
bombarded,bmbar'd,1
marginalized,marg'zd,1
attributes,attbs,1
acceleration,accel'ation,1
instrumentation,intr'tation,1
applicants,Aplcnts,1
spokeswoman,spkswman,1
educating,edctng,1
corvallis,crvls,1
beginnings,bngg,1
bennington,benngtn,1
separateness,sprtness,1
infractions,Nfrctns,1
comprehension,comp'n,1
unproductive,nprductv,1
mosquitoes,mosqto,1
alleviation,alvtin,1
permitted,Permitd,1
expeditions,trip,1
catheter,cathet,1
schoolchildren,schchdrn,3
siberian,sibrn,1
scathing,scthng,1
searches,srchs,1
charitable,Chrtbl,1
auctioning,aktiing,1
counterbalance,cntbal,1
observatory,observa,1
appraising,apprsng,1
genomics,Gnomcs,1
accelerating,acclrtg,2
sensibly,snsbly,1
thematically,thmtly,1
implicating,mplctng,1
dealership,dlrshp,1
accelerating,acclrtn,7
microorganisms,mcrrgns,8
refining,refng,1
cranberries,crnberrys,1
excavated,Xcvtd,1
treasure,Tresur,1
disintegration,distg,2
maximized,mxmizd,1
harmonies,hrmnies,1
middlebury,mddbury,1
peacefulness,pcfns,1
contends,cntnds,1
armenian,armnian,1
silhouette,slhett,1
protectionism,prtctonsm,1
headwaters,hdwtr,1
undergraduate,undergr,3
manipulation,manip,6
equation,Eqatn,1
fantastic,fntstc,1
windshield,windshi,1
censured,cnsrd,1
passageways,p'ways,1
unbeknownst,ubkwst,1
instructional,instruc,3
hypocrites,hypcrtes,1
florists,flrsts,1
fluctuate,Flcate,1
investment,invstment,4
appearances,apcs,1
internationally,tianlly,1
expeditions,exped,7
prepared,p'pard,1
mobility,mblty,1
hallucinating,hluctg,1
exception,excptn,1
extraterrestrial,extrtrr,4
inconsiderate,incnsdr8,1
frothing,ftng,1
dictatorship,dictato,5
difficulty,dffclty,1
degraded,dgrdd,1
astrophysics,astphyscs,1
interstellar,intstel,2
combustion,combtn,3
indefatigable,indftgble,1
midwives,mdwivz,1
cheekbones,cheekbns,1
circumstance,circums,6
compartment,comprtmnt,1
attended,attnded,1
coattails,coatails,1
anesthesia,asta,1
compartment,cmptmnt,2
bitterness,btrnss,1
jurisprudence,jurisprud,1
transmissions,transmsn,1
ironclad,irncld,1
maneuvering,manuvrng,1
brezhnev,brznv,1
constitution,constit,8
illustrating,ill'g,1
minimalism,minilism,1
ascribes,Acrbs,1
bedfellows,bedfllws,1
harmonic,hrmnc,1
illegitimacy,illgtm,1
nanosecond,nscnd,1
fingerprinted,fngrptd,1
worldcom,wrldcm,1
overflowed,ofwd,1
investigates,invstgates,1
possibilities,posbts,1
paraffin,prfn,1
offensive,offend,1
imitated,mtatd,1
undertaking,undrtkn,8
granddaughters,grddghtrs,1
jurisprudence,juri,1
localized,loca,1
manipulation,mnpultion,1
imperialism,mperlsm,1
jurisprudence,jury,1
materialistic,matlistic,1
flogging,flg,1
backdrops,bkdrps,1
insanely,nsnly,1
composure,comp're,1
socialization,socialaz.,1
grasshopper,ghpr,1
matchups,mtchps,1
instructional,instrctnl,3
undergraduate,undrgrd,10
instructional,instruct,1
outlived,Otlv,1
constructivist,constructiv'st,1
instrumentation,instrmntatn,3
spinster,spnt,1
assignments,assigmts,1
sprinkled,sprnkled,1
greyhound,ghound,1
paradise,Pards,1
electrical,elec,18
instructional,instructi,6
individualistic,indvlstc,1
copernicus,Copnicus,1
celestial,Celestl,1
threatening,threatng,1
sparrows,sprow,1
antidepressants,antdprssants,1
avuncular,avclr,1
snowmelt,s'melt,1
cavities,cavit's,1
brownback,brnbck,1
dealerships,dlrship,1
circumstance,circ,8
happiest,hpst,1
constellations,constellat,3
commuters,c'ters,1
academically,academ,1
discharge,Dischrg,1
sherrill,shrl,1
harassing,hrssng,1
decentralized,dectrlzd.,1
basements,bsmts,1
wellesley,wellsly,1
expiration,xprtn,1
partnerships,partnshps,1
stratosphere,stratos,11
principals,prin,1
subtests,subts,1
biracial,birl,1
comprehension,cmprhns,1
florence,flrnc,1
attacked,atakd,1
sledding,sled,1
renewable,rene,1
nineteenth,Nintnth,1
visualization,viz,1
antiterrorism,ntitrorsm,1
frazzled,FZD,1
synthesizers,snthszrs,1
windshield,wndshild,2
enrollment,enrlmnt,1
bartering,brtring,1
disorientation,dsrntatn,1
constitutionality,cnstitnalty,1
backyards,bckyards,1
oftentimes,oftntms,1
skinheads,skhe,1
appalachians,applchns,1
fluoride,f'ide,1
kindergarten,kndergrtn,1
fairways,f'ways,1
scheduled,shedld,1
polemical,plmc,1
uninterested,unitnrstd,1
instrumentation,1strenrn,1
incoming,incmng,1
crawfish,crwfsh,1
combustion,combust,1
numerals,numr,1
connects,cncts,1
tightening,tgtng,1
undertaking,udrtkg,1
unmediated,umed,1
adventurers,advntu,1
assignments,asnmnts,1
incontrovertible,Ncntrvrtbl,1
sharpening,shrpng,1
punctuate,Pntuate,1
disarray,dsray,1
vaccinate,vacnte,1
physicality,phys,1
freaking,freak,1
atmospheric,atmospher,1
electrical,ele,1
educates,educs.,1
anachronism,Anachrsm,1
complement,cmplmt,1
husbandry,hsbndry,1
wheatley,whtly,1
baptized,bptzd,1
eradicate,rdicat,1
maintenance,mntnc,1
sleepiness,slpnss,1
hyacinth,hycnth,1
enrollments,enrollments,2
chagrined,chagr,1
reprisal,rpsl,1
instructional,instruonal,1
richland,rchland,1
underlines,ndrlns,1
cumberland,cmbrlnd,1
breeches,brch,1
lacquered,lacqrd,1
decidedly,decd,1
backtracking,backtrckng,1
database,dbs,1
claremont,cl'mont,1
manipulation,mnpulation,1
unnecessarily,Unnesrly,1
refurbished,rfbsh,1
rapidity,rapdty,1
rotational,rotnl,1
university,univ.,1
spartans,sprtns,1
incandescent,Incadecent,1
bountiful,bntfl,1
assignments,assign,6
immunity,imty,1
excommunicated,excommed,1
geographically,geogrphcly,1
theological,theolog,3
rocketing,rocktng,1
individualistic,individualistic,1
horribly,hrbly,1
snickering,snckrng,1
unleashing,unlshng,1
frighteningly,frghtenly,1
recessed,ressed,1
extraordinaire,xtrdnr,1
coverings,cvrngs,1
undertaking,ndrtkng,1
colonization,clnztn,1
dovetail,dvtl,1
outlandish,otlndsh,1
pickering,overliking,1
contours,Contr,1
encryption,ncrypt,1
beforehand,bforhand,1
justifies,justfies,1
infiniti,infin,1
necessities,abrv,1
unfolded,nfoldd,1
respectability,rspctblty,1
icelandic,iclndic,1
categories,atgs,1
decentralized,decentralized,1
unhurried,unhur'd,1
statesmen,stsmn,1
virginian,vrgnian,1
mongolia,Mnglia,1
crosshairs,crosh,1
constellations,consteltns,1
unearthly,nrthly,1
skyrocket,skyrokt,1
daydream,dadrm,1
elective,Lctv,1
differentiated,diffenttd,1
investment,invest.,1
educationally,educlly,1
definition,def,1
evocative,ecoctve,1
tolerances,tlrncs,1
industrial,ind,6
manipulation,manipul,7
planters,plntrs,1
principals,prpls,8
microsoft,mcrsft,1
democratization,demzation,3
despises,desp's,1
domestic,dmtc,1
automotive,automot,1
confectioners,cnfctnrs,1
doomsday,doomsd,1
parliamentary,prlamntry,1
observant,obs'vnt,1
fingernail,fngrnl,1
breathless,batls,1
dictatorship,dictatshp,1
migrating,migrat.,1
unquestioned,unquestion,1
unsteady,UNSTDY,1
promising,proms,1
phillips,phllps,1
convenient,Convnt,1
galleria,gllra,1
communicator,com,4
spherical,sercl,1
jurisprudence,jrsprdence,1
refinancing,refinanc'g,1
charlayne,chrlyne,1
mccartney,mcartny,1
appraisals,apprsls,1
instructional,instr,1
enrollment,enrollm,5
trustworthy,trstwrty,2
zippered,zippred,1
concepts,cpts,1
honestly,htly,1
threshold,thrh,1
individualistic,individual,1
distinguishing,distinguishng,1
professors,profess,5
amplitude,amptd,1
discrepancies,dscrpacies,1
prancing,prancn,1
constancy,cnstncy,1
may/june,may/june,1
manufacture,manuf.,1
spectacles,spctcls,1
liberated,lbrtd,1
cuddling,cddlng,1
starship,strshp,1
invention,INV,1
preferable,Prfrbl,1
missouri,mi,1
multifaceted,multi,1
clowning,clownng,1
flattening,dtng,1
electrode,lctrd,1
kindergarten,kndgtn,1
undersea,underc,1
populism,popul'sm,1
unopened,unopnd,1
honorees,honre,1
detachable,det'ble,1
miserable,Misrble,1
reportedly,reportly,1
parlayed,parlyed,1
preventing,prvntng,1
centerpiece,cnterpce,1
attributable,atrbtble,1
decadence,dcdnc,1
workshops,wksps,1
cambodia,cmbd,1
temperaments,tpmts,1
initially,inin,1
welcomes,wel,1
inflationary,inflati,1
corrected,Crctd,1
inflationary,inflate,1
unloading,unldng,1
manufacture,manuf,1
sheltering,sheltrng,1
atmospheric,atmosph,2
effluent,efluent,1
primarily,prmi,1
cheerfully,chrflly,1
torrents,Tornts,1
unconstrained,unconstraind,1
messenger,msgr,1
communique,commnqe,1
dictionaries,dctnres,1
manufacturing,mnfctring,1
greatest,grtest,1
sicilian,scilian,1
sediments,sdmnts,1
gardeners,grdnrs,1
improving,mprvng,1
stereotype,strtyp,1
simmering,smmerng,1
subdivisions,Sbdvsn,1
imperceptible,Imprcptble,1
socialization,socztion,1
sidelong,SdLng,1
therapies,Trpes,1
preeminent,prmnent,1
devoting,dvotng,1
stressed,strsd,1
hereafter,hereaftr,1
ordinances,ordinncs,1
watchdogs,watchK9's,1
manufacturing,mftg,4
interdependent,interdep,2
fulfilling,Fulfilng,1
excusing,xqsng,1
pestering,Pstring,1
seventeen,7teen,1
unusable,unusbl,1
supersonic,sprsonc,1
breakfast,brkfst,1
undertaking,untak,1
geopolitical,geopoly,1
shouldnt,shdnt,1
demolishing,dmlishin,1
lunatics,lunatcs,1
masturbation,mastbat,1
lieutenants,ltnts,1
inflationary,infltny,1
hardships,hrdshps,1
specifying,spcfyng,1
windshield,w'shield,1
postmortem,postmtm,1
neuromuscular,neurmusc,1
indianapolis,Inpolis,1
feedback,Fdbk,1
overcook,ovrcook,1
congresswoman,congresswoman,1
comprehension,compreh,7
jurisprudence,jrsprdn,4
undergraduate,undrgt,1
suggesting,sggsting,1
inflationary,inflat,2
featured,feat'd,1
tomorrow,tmrw,1
researcher,res'cher,1
quizzical,quzcl,1
undergraduate,undgrad,1
graduation,grdtn,1
mcnamara,mcnma,1
contraception,cntrcptn,1
assigned,ass'd,1
consummation,cons,1
viciously,vishsly,1
blackouts,blkots,1
scarring,Scarg,1
parliamentary,parltary,2
indolent,indlnt,1
heartfelt,hrtfl,1
dressing,drsng,1
enrollment,enrllmnt,3
southwest,sw,1
overtime,OT,1
enrollments,enrolmts,7
credentialed,crdtld,1
beginner,Bgginer,1
graduation,gradn,1
colonization,colonization,1
pleasure,plsure,1
tantalizingly,tntlzngly,1
centrist,cntrst,1
ballparks,bllprks,1
repossessed,REPO,1
underutilized,undrtlzd,1
compliant,cmplnt,1
assertiveness,asrtns,1
letterhead,lttrhd,1
indecent,Indicnt,1
lumbered,lmbrd,1
undertaking,undrtaking,3
accelerating,acceler,4
excellency,exclncy,1
disintegration,dsntgrt,3
thrashed,thrs,1
colonies,COLNS,1
riverfront,rvfrnt,1
transmissions,tsmsns,1
complicated,cmctd,1
satisfactorily,satify,1
colonization,colnzation,3
hurricanes,hrcns,1
experimented,xprmnted,1
investment,invstmn,5
kendrick,kndrck,1
blatantly,Bl'tly,1
succession,succsn,1
investment,invstmt,3
factoring,factrng,1
communicates,kamunikates,1
divisions,dvzns,1
modernist,mdnst,1
justifying,jstfyng,1
telescopes,tlscp,1
overture,vrtre,1
monitors,mits,1
unimpressed,nmprsd,1
cellulose,celulos,1
disjointed,DJD,1
powdered,pwdrd,1
legalistic,lgl,1
assignments,assignm,4
profited,profitd,1
industrialized,idtzd,1
barbarian,barbrn,1
redirected,rdrtcd,1
handheld,hheld,1
carbohydrates,Carbs,1
putative,pttv,1
university,univst,2
communicator,comcator,1
subatomic,sbtmc,1
trustworthy,trstwrt,5
episcopalian,epscpalian,1
disintegration,disinte,10
undergraduate,ugrad.,1
unenviable,Unnvibl,1
industrialized,indstrialized,1
harvests,hvests,1
transplantation,trsnplntn,1
newlyweds,newweds,1
stoplights,stplghts,1
reticence,retic'ce,1
accelerating,accelerating,2
comprehension,cphs,2
conferring,confab,1
vehemently,vmently,1
huckleberry,hcklbrry,1
emphatic,emph'c,1
throwing,thrwg,1
jurisprudence,jurprud,1
principals,prncpls,9
discreet,dscrt,1
garnered,garnrd,1
freshman,frshmn,1
shuffling,shflng,1
unconscionable,unconsnbl,1
manipulating,manip,1
subtlety,sbty,1
inaccuracies,nacurcy,1
theological,thelgcl,7
sandalwood,sandwood,1
opposition,oppstn,2
assignments,asigmnts,1
nibbling,niblin,1
bicycles,byckol,1
microorganisms,microor,3
wrestling,wrstlng,1
prohibition,prohbtn,1
disintegration,dsntgrtn,1
ambiguous,ambig,1
esperanza,Espranzr,1
triumphs,triumfs,1
diminish,dmnsh,1
untested,Untsted,1
criticizing,crtczing,1
countryside,cntrysd,1
windmills,wndmills,1
emporium,emprm,1
requesting,rqstg,1
glowered,glowd,1
unplanned,unplnd,1
congresswoman,congres,4
carlsbad,CLSD,1
carcinoma,crcm,1
coaching,cochng,1
parliamentary,parl,1
adventurers,advers,2
obstetricians,obtns,1
experiments,exp,2
protrude,protrud,1
counterparts,countp,1
extracurricular,extcur,1
explorations,expls,1
magnolias,mgnols,1
comprehensive,compreh,3
industrial,indstl,1
inconsequential,incnql,1
emphasize,emphas'ze,1
ticklish,ticlish,1
opposite,opisit,1
extraterrestrial,extrater,1
demarcated,marcated,1
responders,rspnders,1
harvesting,Hrvstng,1
consciences,Cnsnces,1
geopolitical,geopol,6
recycles,rcycl,1
modernize,mdrnz,1
manufacturing,mnfctrn,6
undertaking,undtak,1
horseshoes,hrsshs,1
industrialized,ind'ized,1
postponing,pstpning,1
unprotected,unprtctd,1
californians,calis,1
manufacturing,mfg,2
heroically,hrclly,1
pensacola,pnscla,1
maligned,mal,1
identically,dntclly,1
socialite,social,1
imperial,imprl,1
efficiently,eff,1
sensitive,snsitiv,1
ballooning,balloonng,1
knuckles,kcls,1
combustion,cbn,1
mechanic,Mec,1
predicted,pdtd,1
monogamous,monogms,1
venturing,vntrng,1
mystique,mystque,1
communicative,comunikaytiv,1
playmates,plymt,1
pickings,pckngs,1
youngstown,yungstwn,1
nightgown,Ngthgn,1
workmanship,wrkmnshp,1
