original,abbreviation,count
mulberry,Mubrry,1
totenberg,totbr,1
relocation,rlctn,1
attended,attnded,1
researches,rschs,1
scheduled,shedld,1
obituary,obit,1
childhoods,chdhds,1
dwellers,dwlrs,1
licensure,licensre,1
normalized,nrmlzd,1
groundwater,grdwtr,1
reactors,Rctors,1
thermonuclear,thermnuc,1
unchanging,unchngng,1
stragglers,strglrs,1
corporeal,crpreal,1
numerals,numr,1
screenwriters,scrnwrtrs,1
disguises,dsgs,1
pamphlet,pmplt,1
opposition,ppstn,1
villages,village,1
unmediated,umed,1
manipulated,manpltd,1
distributors,distrbtors,1
decidedly,decd,1
cooperatively,cooptvly,1
crackdown,crckdn,1
march/april,mar/apr,1
precarious,prcrs,1
processed,pross,1
punctuate,Pntuate,1
disarray,dsray,1
vaccinate,vacnte,1
commemorating,commem,1
dominance,dmnce,1
blackmail,blckml,1
freaking,freak,1
politico,polit,1
bountiful,bntfl,1
attendees,attndees,1
educates,educs.,1
anachronism,Anachrsm,1
complement,cmplmt,1
husbandry,hsbndry,1
repelling,rpllng,1
wheatley,whtly,1
photogenic,Phtgnic,1
rewriting,rewrtng,1
maintenance,mntnc,1
artificial,artfcl,1
sleepiness,slpnss,1
translates,trnslt,1
fulfills,ffills,1
priesthood,prsth'd,1
reconcile,rcncl,1
reconstitute,recon,1
spontaneity,Spntanity,1
reprisal,rpsl,1
lunatics,lunatcs,1
undeniable,undb,1
loadings,ldngs,1
converters,cnvrtrs,1
socialization,Socilztn,1
detectives,dtctvs,1
wrestlers,Wrestlr,1
mastercard,mstrcard,1
geologists,geo,1
citizenry,ctzny,1
unearthly,nrthly,1
ministerial,ministrl,1
physicality,phys,1
dissented,disent,1
nonreligious,nonrel,1
gigantic,ggntc,1
unaccustomed,unacc,1
melodramatic,mldrmc,1
streetwise,strtws,1
intransigent,intrnsig,1
teenager,TA,1
pineapples,pnapp,1
sidekick,sdkck,1
hardships,hrdshps,1
vaseline,Vasln,1
knockoff,nkoff,1
italians,itals,1
unpacking,Unpkgn,1
intended,in10ded,1
diversity,divrsty,1
geographically,geogrphcly,1
monochrome,mnchrm,1
refreshment,fresh,1
rocketing,rocktng,1
horribly,hrbly,1
elevation,elvtion,1
figuring,fig'ng,1
honoring,honrng,1
fountains,fntns,1
reserves,reservs,1
extraordinaire,xtrdnr,1
catalysts,catlysts,1
worthless,wrthls,1
circulation,cilat,1
therapist,thrpst,1
sorbonne,srbn,1
contours,Contr,1
encryption,ncrypt,1
intrepid,intrpd,1
gratuitous,grtts,1
brighten,brigtn,1
spoonfuls,spnfls,1
necessities,abrv,1
inconsequential,incnql,1
sleepwalking,slpwlkng,1
unreliable,urliab,1
pipelines,Piplns,1
benefitted,benftd,1
convinces,Convnc,1
sunblock,sblck,1
incredibly,incre,1
conversation,cnvsatn,1
splashes,Splshes,1
firestorm,frstm,1
disquieting,disqtng,1
skyrocket,skyrokt,1
nanosecond,nscnd,1
unsurprising,unsrprsng,1
paranoid,prnd,1
reimburse,reimb,1
coefficients,COEFF,1
directors,dctrs,1
caressed,cares,1
approvingly,apprvngly,1
circling,Cirlng,1
specifying,spcfyng,1
connelly,cnly,1
recognised,Regnisd,1
unpleasantness,unplsnt.,1
planters,plntrs,1
preprogrammed,preprgmd,1
criminals,crime,1
vertebrae,vertbrae,1
wheelbarrow,barrow,1
doomsday,doomsd,1
crinkled,ciked,1
realization,realztn,1
aqueduct,aquadct,1
incremental,incrmntal,1
observant,obs'vnt,1
fingernail,fngrnl,1
anathema,anathema,1
undermining,undrmning,1
emissaries,emsss,1
monolithic,mnlthc,1
rearranging,rearrangng,1
frenchmen,frnchmn,1
multitude,mtd,1
judicial,jdcl,1
promising,proms,1
perished,perishd,1
reconstructions,reconstrcions,1
phillips,phllps,1
carefree,crfre,1
convenient,Convnt,1
kirkpatrick,kirpatrik,1
unabated,unbtd,1
amicably,mcbly,1
ferociously,Ferocisly,1
spherical,sercl,1
innocuous,inocus,1
refinancing,refinanc'g,1
cabbages,cbgs,1
liberally,Libra,1
disposal,dsposal,1
hangovers,hngvrs,1
portland,port,1
thunderbolt,thndrblt,1
threshold,thrh,1
transfusions,trfsns,1
negligent,nglgnt,1
mainstays,m'nstays,1
discrepancies,dscrpacies,1
frontline,frntlne,1
forebears,fb,1
may/june,may/june,1
khamenei,kha,1
splitting,splttng,1
beginnings,bngg,1
roadblock,rdblck,1
liberated,lbrtd,1
goldfish,gldfsh,1
charitable,Chrtbl,1
itineraries,itnrs,1
delivers,dlvrs,1
enforces,enfs,1
bedeviled,bdvld,1
constricted,cnstrictd,1
coursing,corsng,1
earnestness,earnestn's,1
endpoint,endpt,1
nothingness,nthns,1
coordinating,codtg,1
electrode,lctrd,1
profiling,profl'ng,1
postulates,pstls,1
reloading,rld,1
unleashing,unlshng,1
federated,fdrtd,1
brochure,brchr,1
populism,popul'sm,1
solicitor,slctr,1
counseled,Counsld,1
fillmore,filmo,1
processors,process,1
gathering,gthrng,1
honorees,honre,1
educations,eds,1
miserable,Misrble,1
parlayed,parlyed,1
referent,refrnt,1
heroically,hrclly,1
machiavelli,machaveli,1
bridgeport,brdgport,1
positing,posit,1
undersea,underc,1
attributable,atrbtble,1
decadence,dcdnc,1
workshops,wksps,1
revisionism,rvsnsm,1
evaporate,evaprate,1
incandescent,Incadecent,1
verdicts,verd,1
dominique,dmq,1
correlation,corlat,1
devoutly,dvtly,1
anarchists,anrchsts,1
customization,cstmiztn,1
declaring,dclrng,1
militancy,mltancy,1
instinctual,instc,1
insurgencies,insrgs,1
secretive,secrtv,1
dishonorable,dsnrble,1
obsolescence,bslscnc,1
budweiser,bud,1
meredith,mrdth,1
applicability,aplb,1
effluent,efluent,1
gangrene,gangrne,1
avuncular,avclr,1
messenger,msgr,1
numerous,numrs,1
dateline,Dateln,1
involving,invlvng,1
gardeners,grdnrs,1
anatomic,antmic,1
subsidiaries,subsid,1
stereotype,strtyp,1
huckleberry,hcklbrry,1
biography,bio,1
benighted,bkgtd,1
foundation,fdt,1
imperceptible,Imprcptble,1
mockingbird,mckgbrd,1
arrogantly,arrogntly,1
transports,trnps,1
emaciated,emactd,1
vaccinations,vaccintons,1
phenomenon,fenomnon,1
lumbered,lmbrd,1
centralization,Cntrliztn,1
assertive,asrtv,1
signpost,SNPOST,1
ultralight,ultrlgt,1
astounding,astnding,1
watchdogs,watchK9's,1
deflected,dflctd,1
screamed,scrmd,1
fulfilling,Fulfilng,1
pestering,Pstring,1
euphemistically,ephcy,1
richland,rchland,1
installs,instlls,1
emissary,emss,1
briefcase,brfcs,1
falsetto,flsto,1
wrongfully,wrong,1
beckoned,beknd,1
mouthing,mthng,1
untapped,untapp'd,1
requiring,rqrng,1
bragging,brgng,1
reinhardt,rinhrdt,1
fingerprints,fp,1
valparaiso,vlprs,1
legendary,legy,1
squandering,sqndrng,1
masturbation,mastbat,1
outgrown,outgrwn,1
lieutenants,ltnts,1
drizzled,drzzld,1
averting,avrting,1
schaffer,Shfer,1
grandeur,grndur,1
exasperated,Exaspratd,1
refractor,refract'r,1
postmortem,postmtm,1
intrigue,intrg,1
mouthpiece,moutpie,1
suggestively,sggstvely,1
lieberman,libman,1
persuasively,prsuasvly,1
neurology,neuro,1
princeton,prnceton,1
cristina,crstn,1
forerunner,4rnnr,1
overcook,ovrcook,1
legislator,leg,1
pancreatic,pncretc,1
bestsellers,Bstsler,1
suggesting,sggsting,1
unforgiving,unfgvg,1
martyred,matred,1
downward,downw,1
researcher,res'cher,1
preening,Prengn,1
unnecessarily,Unnesrly,1
kuwaitis,kwts,1
inducted,indctd,1
magnetism,mgntsm,1
searched,srchd,1
mcnamara,mcnma,1
pasadena,Psdna,1
consummation,cons,1
nationals,nationls,1
molecular,mlcr,1
ejection,ejctn,1
inspected,nspctd,1
resiliency,rsilncy,1
reflected,Reflted,1
symbiotic,symbiotc,1
cavernous,cvns,1
intimations,Intmatns,1
chugging,chgg,1
constitute,constoot,1
dressing,drsng,1
distinguishing,distinguishng,1
southwest,sw,1
overtime,OT,1
hardware,Hdwr,1
excursions,xcrsns,1
credentialed,crdtld,1
substrate,sbstr,1
clowning,clownng,1
obedient,obnt,1
extortion,extor,1
pleasure,plsure,1
tantalizingly,tntlzngly,1
wisecracking,wisec'kng,1
neediest,ndst,1
overcast,ovcast,1
destabilized,dess,1
flopping,flppng,1
belittling,blttlng,1
networking,ntwrkng,1
indecent,Indicnt,1
pragmatism,prgmtsm,1
factories,fctrs,1
sneering,snrg,1
concerto,cncrto,1
electrodes,elect'des,1
multiplied,multp,1
released,rel.,1
switched,swit,1
waitressing,waitrsng,1
occupancy,occup,1
welcomes,wel,1
excellency,exclncy,1
eventual,evtl,1
rearranged,rearrngd,1
warriors,wariors,1
switzerland,swiss,1
satisfactorily,satify,1
binocular,Binculr,1
hurricanes,hrcns,1
hemoglobin,hemoglob,1
industries,ind.,1
fecundity,fecundty,1
candidly,Candly,1
sedatives,sedtvs,1
penalize,penli,1
streetcars,Stcrs,1
showplace,Shwplce,1
riverdale,rvrdl,1
excerpted,xcrptd,1
offensive,offend,1
moustache,mustch,1
qualifiers,qf,1
modernist,mdnst,1
justifying,jstfyng,1
inaccuracies,nacurcy,1
performance,pfmnc,1
dismayed,dsmyd,1
reassuring,Ressring,1
perversity,perv,1
atonement,atonemnt,1
expatriate,expatr8,1
lufthansa,lufth,1
legalistic,lgl,1
daydreaming,daydream,1
profited,profitd,1
womanizing,wmzg,1
redirected,rdrtcd,1
obsidian,obs,1
wealthiest,wthst,1
variables,vari,1
tortures,toru,1
implicating,mplctng,1
workaday,wkdy,1
mounting,mntng,1
outfitted,otftd,1
journals,jrnls,1
opposites,opsits,1
strategies,Stragy,1
favorites,fvrites,1
echelons,Echlons,1
voyeuristic,voyristic,1
rezoning,zoning,1
unruffled,unrfld,1
stoplights,stplghts,1
everyman,vrymn,1
reticence,retic'ce,1
foolproof,flpr,1
conferring,confab,1
positions,pstions,1
reproduced,rprdcd,1
throwing,thrwg,1
confession,cnfssn,1
gubernatorial,gubrntial,1
handpicked,hndpckd,1
converse,cnvrse,1
ominously,omi,1
heretical,Htical,1
inversion,invrsn,1
occupied,occ,1
freshman,frshmn,1
unconscionable,unconsnbl,1
terrible,terbl,1
flitting,ftng,1
farewells,frwls,1
indefensible,indfensble,1
backwaters,Bckwtr,1
manipulating,manip,1
hitching,htchng,1
solemnity,Slmty,1
avocation,Avocatn,1
martians,Mrtans,1
blissfully,blisflly,1
hypnotized,hpntzd,1
armistice,armist,1
lighthearted,lithart,1
mountain,mntain,1
authentic,auth.,1
valuation,valu,1
nightmarish,ntmrsh,1
supersonics,supsnic,1
ambiguous,ambig,1
esperanza,Espranzr,1
thoroughfares,Thurghfrs,1
diminish,dmnsh,1
windmills,wndmills,1
emporium,emprm,1
attaching,att'ng,1
englishmen,englshmen,1
autoimmune,atmmn,1
unplanned,unplnd,1
perilously,Perilosly,1
subtraction,subtn,1
coaching,cochng,1
justifies,justfies,1
dissolving,dsvng,1
appreciated,app.,1
protrude,protrud,1
divisiveness,dvsvnss,1
dumbstruck,dmbstrck,1
counterparts,countp,1
circumventing,crcmvntng,1
multinationals,mltntnls,1
archaeology,Archlogy,1
alternating,altnt,1
refurbished,rfbsh,1
snorting,snrtng,1
wolfgang,wlfgng,1
complaints,compl,1
profoundly,prfdly,1
boutique,botq,1
intoxicating,ntxctng,1
emphasize,emphas'ze,1
negligible,nglbl,1
threaded,thrdd,1
culinary,cul,1
exacerbated,excbtd,1
responders,rspnders,1
perpetually,perptly,1
incorrectly,ncrrctly,1
degenerate,degen,1
preventative,pr'v'tive,1
modernize,mdrnz,1
guerrilla,gurla,1
perceptible,percep,1
monogamy,mnogmy,1
dullness,dulns,1
nuisance,nusnce,1
motivation,motvtn,1
armenian,armnian,1
interfering,Intferin,1
postponing,pstpning,1
unprotected,unprtctd,1
forwarding,fwdg,1
headwaters,hdwtr,1
shorthand,shthnd,1
sexiness,sxns,1
repealed,rpeld,1
monitoring,mntring,1
pensacola,pnscla,1
increment,incr,1
learning,lrng,1
filmmaker,flmker,1
trafficked,tfkd,1
medalists,mdlist,1
initially,inin,1
socialite,social,1
imperial,imprl,1
efficiently,eff,1
handshakes,hanshak,1
formation,frmtn,1
distinctive,dstnctv,1
seatbelt,stblt,1
generalizable,gnralzbl,1
premodern,premo,1
sunflower,sunflowr,1
comprised,cmprisd,1
quickest,quik,1
clinicians,clincns,1
interrogating,intgtg,1
unopened,unopnd,1
wanderer,wand'r'r,1
prescribes,prscrbs,1
scrapbook,scrpbk,1
particles,prtcl,1
gingerly,giny,1
jeopardized,jeopard'zd,1
predation,prdtn,1
mystique,mystque,1
librarians,librs,1
playmates,plymt,1
hawthorn,hwthn,1
benediction,bent,1
bothersome,bthrsm,1
nightgown,Ngthgn,1
paradoxes,parado,1
uncommitted,uncom,1
wildcats,wildc'ts,1
intending,ntndg,1
empathetic,mptht,1
ibuprofen,ibpfn,1
combined,cmbnd,1
unifying,Unifyng,1
waterfowl,H2Ofowl,1
crystals,crystal,1
handlebar,hndlbr,1
bluebird,blbd,1
sailboat,slbt,1
terminus,term.,1
denounce,dnnce,1
vastness,vstness,1
sheppard,sheps,1
barrymore,barmo,1
sandbags,sanbags,1
magnesium,magknesum,1
signifies,signfies,1
highlights,highlghts,1
reimbursement,rimbrsmnt,1
misunderstood,misuderstd,1
utilized,utlzed,1
unstable,unstb,1
shortfall,srtfl,1
freebies,frbees,1
hierarchical,hiaracl,1
pretends,prtnds,1
dramatize,drmatz,1
bypassing,bypass'g,1
sausages,saug,1
brezhnev,brznv,1
financing,fnc,1
windward,wndwd,1
procedures,prcedures,1
cushions,cushs,1
sunflowers,snfws,1
dialysis,dlys,1
ligaments,lgmts,1
warranted,warnt,1
permanente,Permntnt,1
gentlemanly,gntmnly,1
florists,flrsts,1
dissemination,disemntn,1
patronizing,ptrnzing,1
perceived,pcvd,1
spokespeople,Spokspple,1
proofread,prfrd,1
hysterectomy,Hysttomy,1
indecipherable,indcphbl,1
manchester,mnchstr,1
renewable,rene,1
thermodynamics,thdycs,1
connects,cncts,1
primitive,prmtv,1
turbines,t'bines,1
talkative,talk,1
pandering,pander,1
penetrating,pntrg,1
commences,cmnces,1
workbench,wbnch,1
collectible,Cllectble,1
prodigal,prdgl,1
encouragingly,encgly,1
capabilities,cpblts,1
apotheosis,apoth.,1
diaspora,dspr,1
rehabilitative,rehab've,1
hydrocarbons,hydrocrbns,1
refuting,refutin,1
regularly,Regulrly,1
hereafter,hereaftr,1
priceless,pricelss,1
powdered,pwdrd,1
bombarded,bmbar'd,1
ethicist,ethst,1
compressed,cmprsd,1
drunkard,drunkd,1
epidemiology,epdmgy,1
attributes,attbs,1
collaborative,collab,1
permutations,perms.,1
succinct,ssnt,1
yesterday,y'day,1
shipment,shpmnt,1
chechnya,chekna,1
unnerved,unnervd,1
unsatisfactory,unsfry,1
salutary,sltry,1
perennial,prnl,1
dominating,dminatng,1
erickson,rksn,1
archived,archi,1
breeches,brch,1
giraffes,grffs,1
breached,brchd,1
lawmaking,lmak,1
dramatized,drmatzd,1
objections,objet,1
primarily,prmi,1
permitted,Permitd,1
panoramic,pnrmc,1
shuttered,shtrd,1
unmitigated,nmtgtd,1
unmarried,unm,1
exemplifies,exelfs,1
siberian,sibrn,1
knoxville,knxvll,1
littlest,Lillest,1
geothermal,Gethmal,1
summarily,sumly,1
embroidered,embrdrd,1
heavenly,hvnly,1
specification,specs,1
relations,rellies,1
pantsuit,pntst,1
inconsiderate,incnsdr8,1
auctioning,aktiing,1
ericsson,ercsn,1
solidified,solidfi,1
givenchy,gvnchy,1
counterattack,Countatak,1
counterbalance,cntbal,1
severance,svrns,1
hesitation,hstn,1
shoelaces,shola,1
undifferentiated,undiferd,1
plummeted,Plmted,1
expanding,xpandng,1
sensibly,snsbly,1
feinberg,fnbrg,1
thematically,thmtly,1
organisms,orgnsms,1
dealership,dlrshp,1
gravitational,grvtnl,1
douglass,dglas,1
dignitaries,dgntr,1
apprenticed,Apprnticd,1
shortchanged,shrtchngd,1
refining,refng,1
optional,optnl,1
supersonic,sprsonc,1
treasure,Tresur,1
paramedic,prmdc,1
serviceman,srvicemn,1
middlebury,mddbury,1
personas,p'snas,1
contends,cntnds,1
undermined,und,1
civilians,cvlns,1
whiteness,Whtnes,1
horseshoes,hrsshs,1
makeovers,mkovr,1
yorkshire,Yokshre,1
equation,Eqatn,1
residence,res,1
emerging,emerge,1
censured,cnsrd,1
waterman,waterm.n,1
crucifixion,crucifxn,1
selectively,selectvly,1
nutritionists,ntrnst,1
diplomatic,dplmtc,1
separatist,sep'tist,1
endocrinologist,endrocrinolgy,1
fluctuate,Flcate,1
subcommittees,subcom,1
confectioners,cnfctnrs,1
implication,impl'n,1
fragrance,frgrnc,1
graciousness,gracas,1
skepticism,skptcm,1
mckinsey,mcknsy,1
prepared,p'pard,1
whooping,whop,1
marlboro,mrlbro,1
regulating,reg,1
inertial,nrtl,1
irrefutable,irrftbl,1
signalled,signaled,1
incendiary,inced,1
preoccupied,preocc'd,1
pristine,prstne,1
signaled,Sgnld,1
degraded,dgrdd,1
foundered,Fdered,1
