original,abbreviation,count
reentered,rentrd,1
gorgonzola,grgzla,1
university,unvrsty,4
figurines,fgrenz,1
africans,afrcns,1
formerly,Frmly,1
dwindled,dwndld,1
nontoxic,nontxic,1
connects,cncts,1
primitive,prmtv,1
attacked,attckd,2
tourniquet,tonq,1
propagating,PRPGTNG,1
highlights,hglhs,1
restaurateur,restorontor,1
shenanigans,snhns,1
superstar,suprstr,1
hereafter,hereaftr,1
carmaker,crmkr,1
wildcats,wcts,1
uninterested,unitnrstd,1
pentecostal,pent,1
contaminants,cntms,1
instrumentation,intr'tation,1
equipped,equpd,1
bennington,benngtn,1
inflationary,inflatnry,1
managing,mgng,1
reconsidered,reconsid,1
unproductive,nprductv,1
shrieked,shrkd,1
reinterpret,reintrprt,1
increments,inc,1
blasphemy,blasphy,1
schoolchildren,schchdrn,3
fernandez,ferndez,1
squatted,squattd,1
vaccines,vaccs,1
backfire,bckfr,1
crystalline,crstlln,1
chernobyl,chrnobl,1
outpatient,otptnt,1
overhauling,ovrhaulg,1
manifest,mnfst,1
benefitted,bnfitd,1
feedstock,fdstck,1
actuarial,actuarl,1
gerontology,old age,1
appraising,apprsng,1
procuring,Prcurng,1
fragility,fr,1
thematically,thmtly,1
serpents,srpnts,1
deductions,ductions,1
refining,refng,1
populate,Popul8,1
anesthesia,ansthsa,1
middlebury,mddbury,1
ticklish,ticlish,1
persuade,PERS,1
armenian,armnian,1
recycles,rcycl,1
handshakes,h-shakes,1
headwaters,hdwtr,1
heathrow,Hrow,1
ascribes,ascrbs,2
predates,pr-dtes,1
backwaters,Bkwtrs,1
unbeknownst,ubkwst,1
corrected,crrctd,1
hypocrites,hypcrtes,1
discipleship,dsplsp,1
intercede,intercd,1
computers,comps,1
hyacinth,Hycnt,1
internationally,tianlly,1
assemblies,assmblies,1
exception,excptn,1
extraterrestrial,extrtrr,4
ignoring,ignring,1
metaphorical,metap,1
jurassic,jur,1
grownups,grwnups,1
unexpected,unexp,1
grueling,grling,1
midwives,mdwivz,1
turnabout,turnabt,1
bicycles,bcycs,1
cheekbones,cheekbns,1
compartment,comprtmnt,1
footnotes,ftnote,1
bitterness,btrnss,1
jurisprudence,jurisprud,1
dismayed,dzmade,1
transmissions,transmsn,1
reynolds,rynolds,1
disjointed,dited,1
cringing,crging,1
illustrating,ill'g,1
courteous,cteous,1
ascribes,Acrbs,1
politicking,pol'tickin,1
bedfellows,bedfllws,1
motivation,motivatun,1
worldcom,wrldcm,3
governmental,gvmntl,1
overflowed,ofwd,1
imparting,partin,1
allocated,alloctd,1
devastate,devste,1
undertaking,undrtkn,8
enterprises,entprs,1
localized,loca,1
paraphernalia,parfnala,1
cathedral,cat-drl,1
imperialism,mperlsm,1
irreverence,irrevernt,1
insanely,nsnly,1
categories,catgs.,1
grasshopper,ghpr,1
astronomer,asmer,1
prestigious,prstigus,1
affidavit,AFD,1
dexterity,dxtrity,1
instrumentation,instrmntatn,3
spinster,spnt,1
calculate,CAL,1
scarring,Scarng,1
released,rel.,1
largesse,lagese,1
delineating,del'tng,1
blissfully,blisflly,1
windowpane,wndowpn,1
instructional,instructi,6
independents,indpd,1
avoidance,avoidnce,1
threatening,threatng,1
flamboyant,flmbynt,2
flirting,I got tired of being a flirter to achieve my goals,1
superfund,SUPFND,1
conveniences,convniencs,1
brownback,brnbck,1
warranted,warnt,1
happiest,hpst,1
coalitions,coaltns,1
sherrill,shrl,1
components,cmpnents,1
conscientiously,conscntsly,1
expiration,xprtn,1
principals,prin,1
unsettled,unsetled,1
plummeted,plmmted,1
massaged,masagd,1
womanizer,womnzr,1
pandering,PNDR,1
visualization,viz,1
expulsion,expul,1
afterwards,aftrfwrds,1
impersonal,imprsnl,1
exacerbated,xacebtd,1
adjuster,adjstr,2
appalachians,applchns,1
bastille,bastll,1
decently,dctly.,1
cumulatively,cutvly,1
occasionally,occly,1
polemical,plmc,1
heirlooms,hrlo,1
advancements,advncmnts,1
meetings,meetg,1
crawfish,crwfsh,2
nonchalance,nonchlnc,1
pummeling,pumling,1
numerals,numr,1
medalists,medals,1
lighters,lightrs,1
objections,objctns,2
converged,cvgd,1
baathist,bathst,1
mcdonald,mcdo,1
moveable,mveble,1
adjusted,ADTD,1
registers,Rgts,1
daydreaming,dydrming,1
wachovia,wacv,1
preeminent,pre-minent,1
clutches,after clutches everything will improve forever,1
coordinating,crdinting,1
anachronism,Anachrsm,1
naturalized,ntrlizd,1
pentagon,pntgon,1
appellation,appl,1
extramarital,xmrtl,1
collected,cllct'd,1
moderating,mdrtng,1
conductors,condctrs,1
inexperience,inxprncd,1
instructional,instruonal,1
irrationally,irratnally,1
clientele,clientl,1
ingratiating,Inngting,1
imprisoned,imprsnd,1
pregnancy,prgnancy,1
vengeful,vngful,1
intimately,intmatly,1
sartorial,srtrl,1
cheerily,cheerly,1
refurbished,rfbsh,1
corroborated,Crrd,1
administration,admin,3
rotational,rotnl,1
transport,trnsprt,1
transmits,trnmts,1
endocrinologist,ndcnlogst,1
directorial,drectral,1
theological,theolog,3
positions,position,1
horribly,hrbly,1
overexposed,overexpose,1
referencing,refrnsng,1
graduation,grdtn,1
messenger,mssngr,2
abstracts,abstrct,1
appreciated,Appre,1
equities,eqties,1
colonization,clnztn,1
contours,Contr,1
encryption,ncrypt,1
educations,edctions,1
devotions,dvns,1
schulman,SCHMAN,1
hundredth,hndth,1
crosshairs,crosh,1
constellations,consteltns,1
underwriting,underwrtng,1
playgrounds,PLYGND,1
hijackings,hijkngs,1
compliance,cmpce,1
evocative,ecoctve,1
industrial,ind,6
unnerved,unnervd,1
uninhibited,uninhbtd,1
prohibition,prhbtion,1
pleading,plding,1
manchester,mch,1
provinces,prvncs,1
experiments,expmts,2
parliamentary,prlamntry,1
rightness,rtns,1
refurbished,refubd,1
antiterrorism,ntitrorsm,1
compressed,cmprssed,1
optimize,OPTM,1
thirtysomething,thsom,1
unquestioned,unquestion,1
phillips,phllps,1
occupied,occ,1
convenient,Convnt,1
racially,racly,1
galleria,gllra,1
commercial,comm,1
spirituality,spirility,1
empirically,mprcly,1
soulless,soless,1
rockdale,r'dale,1
procedures,prcdrs,1
presenting,prsentng,1
reflected,reflctd,1
airspace,arpce,1
monstrosity,monstrous,1
zippered,zippred,1
illuminating,illum,1
threshold,thrh,1
enrollment,enrllmnt,3
atlantic,atlntc,1
may/june,may/june,1
khamenei,kha,1
battleground,BTTLEGRND,1
frugality,frglty,1
starship,strshp,1
overhauling,OH,1
preferable,Prfrbl,1
colonization,colonization,1
wanderings,wndrngs,1
weirdness,wrdns,1
kindergarten,kndgtn,1
stupidest,stpdst,2
undersea,underc,1
somberly,smbrly,1
intrigued,ntrg,1
obsidian,obsdn,1
catalina,CTLNA,1
melodies,songs,1
templeton,tmplton,1
attributable,atrbtble,1
workshops,wksps,1
inspectors,inspts,1
crandall,crndl,1
breached,brchd,1
brazenly,brzny,1
footnotes,fotnots,1
longitude,lgt,1
interrelationships,INTRELASHP,1
skyscraper,SKYSCRPER,1
atmospheric,atmosph,2
effluent,efluent,1
harangue,haran,1
conquest,cnqst,1
crocheted,crochd,1
invitations,nvitns,1
addressing,adrssg,1
cassandra,CSN,1
improving,mprvng,1
sophistication,sophcn,1
unforgettable,unfrgttble,1
figurines,fg,1
pharmacy,phmy,1
political,polticl,1
trundled,trndld,1
jousting,jsting,1
socialization,socztion,1
preeminent,prmnent,1
epitomized,eptmzd,1
stressed,strsd,2
confrontation,cnfrnt'tion,1
capitalists,captlsts,2
reformation,remation,1
unwillingness,unwllngnss,1
assigned,assgn'd,1
manufacturing,mftg,4
interdependent,interdep,2
pestering,Pstring,1
portugal,portgl,1
breakfast,brkfst,2
shouldnt,shdnt,2
attendees,atnds,1
traumatized,tramatzd,1
engagements,engmnt,1
stammered,stam'ed,1
tablespoon,tbs,1
urbanites,urbnits,1
littlest,Lillest,1
beverage,BVG,1
rosalind,Rosa,1
windshield,w'shield,1
postmortem,postmtm,1
overcomes,overcms,1
funniest,funnst,1
demonstrators,dmtrs,1
liberally,lib,1
independents,ndpendnts,1
powerpoint,pwerpnt,1
benchmarks,Benchxs,1
galloway,gallo,1
husbandry,hsbndry,1
thinkers,thnkrs,1
rediscovered,Redsvrd,1
fontaine,Fount,1
commercial,cmmrcial,1
leningrad,lngrd,2
marketing,mrktng,1
backwaters,bkwtrs,1
assigned,ass'd,1
nameplate,n'plate,1
viciously,vishsly,1
simpsons,spsns,1
blackouts,blkots,1
curative,crtv,1
accompaniment,accpanment,1
templeton,TMPL,1
fredricka,frdrka,1
mustered,mstrd,1
welcomes,wlcmes,1
constancy,cnstncy,2
wellspring,Wlsprng,1
enrollments,enrolmts,7
beginner,Bgginer,1
pleasure,plsure,1
centrist,cntrst,1
ballparks,bllprks,1
repossessed,REPO,1
underutilized,undrtlzd,1
compliant,cmplnt,1
switches,switchs,1
letterhead,lttrhd,1
witnessing,wtnssng,2
dominating,dmntg,1
uncontrollable,uncont,1
accelerating,acceler,4
complicated,cmctd,1
encouragement,encragmnt,1
experimented,xprmnted,1
ailments,almts,1
analogies,anlg,1
technological,tchnlogcl,1
kuwaitis,kwit,1
countering,cnterng,1
violates,viol,1
bookstores,bkstrs,1
justifying,jstfyng,1
overture,vrtre,1
beforehand,bfrhnd,1
inexperienced,nxpenced,1
intangibles,intangbs,1
baathist,baathst,1
cellulose,celulos,1
register,rgstr,1
storytelling,strytllng,1
initiative,nitiatv,1
staggers,stagrs,1
gimmicks,gmmks,1
carbohydrates,Carbs,1
censured,centurd,1
instinctual,isttl,1
crucifixion,cruxfxn,1
insights,nsites,1
loopholes,lphols,1
selenium,sel.,1
disintegration,disinte,10
undergraduate,ugrad.,1
latrines,ltns,1
stakeholder,SH,1
honorable,hnrable,1
slaughtered,slugterd,1
newlyweds,newweds,1
predates,prdts,1
colombia,clmbia,1
massaged,massgd,1
pentagon,pntgn,1
fermentation,fermentn,1
assuring,asurng,1
melancholic,mlc,1
endocrinologist,endrocrinolgy,1
huckleberry,hcklbrry,1
pharmacy,phmcy,1
repealed,rpeal,1
unmarried,Unmarid,1
vignettes,vgntts,1
centenary,centry,1
garnered,garnrd,2
shuffling,shflng,1
leisurely,leshurly,1
imagines,imgns,2
certitude,crtitde,1
certitude,Ctd,1
theological,thelgcl,7
twinkling,Twnklng,1
menstruation,mstratn,1
plundered,plndrd,1
firestorm,frstm,1
bicycles,byckol,1
microorganisms,microor,3
gentlemanly,gentmnly,1
ridiculing,disrespecting,1
clutches,clutchs,1
launched,lnchd,1
hardships,hrdshps,2
emaciated,Em8ci8td,1
painters,Pnters,1
unplanned,unplnd,1
congresswoman,congres,4
adjusted,adjstd,1
requisite,rekqzt,1
carcinoma,crcm,1
endorsed,endorse,1
mixtures,mxtrs,1
ophthalmology,Opth,1
experiments,exp,2
prescribes,pr,1
protrude,protrud,1
forecasts,forcsts,1
renewable,renewbl,1
tranquillity,trnqlty,1
chambers,chmbs,1
overstate,ovrst8,1
interchangeable,inchng,1
intended,intded,1
lifelong,liflng,1
commissary,cmsry,1
industrial,indstl,1
airlines,rlns,1
shenanigans,shnanigns,1
connecticut,ct,1
opposite,opisit,1
retraction,retrction,1
demarcated,marcated,1
civilians,cvlns,1
bewildering,bwildrng,1
turnbull,turnbul,1
promising,promsng,1
priceless,pricelss,1
hazardous,hzrdus,1
backfire,bckfyr,1
brazenly,brznly,1
ambitions,ambtions,1
harmonies,hrmnis,1
settling,Stg,1
embodied,embd,2
unprotected,unprtctd,1
quilting,qutng,1
instructional,instructional,1
exteriors,Xtrirs,1
pensacola,pnscla,1
swallows,swallws,1
stretches,strechs,1
intimacy,intmcy,2
identically,dntclly,1
archeology,rkeolgy,1
operative,opr8tv,1
knuckles,kcls,1
colombia,clmb,1
supervised,suprvsd,1
festooned,fstoond,1
paraplegic,paraplegic,1
predicted,pdtd,1
monogamous,monogms,1
literacy,lit,1
distributors,dstrbtors,1
postmodernism,Pstmdrnsm,1
mustered,m-tered,1
communicative,comunikaytiv,1
subcontractor,sbcntrct,1
pickings,pckngs,2
youngstown,yungstwn,1
communally,comunly,1
nightgown,Ngthgn,1
liverpool,lvrpl,1
interval,ntrvl,1
uncommitted,uncom,1
separatist,seprtst,1
screening,Scrng,1
tributes,tribs,1
ethnicity,ethncty,1
mechanically,mech.,2
neurotransmitters,neutttrs,1
vastness,vstness,1
surprisingly,surprisingly it's good,1
impulsively,mpslvy,1
beverage,bevrage,1
multifaceted,multifa,6
sneaking,snking,1
cranking,crankn,1
dramatize,drmatz,1
financing,fnc,1
undeserving,undsrving,1
resonated,rsonatd,1
gentlemanly,gntmnly,1
broadens,brdns,2
spokespeople,Spokspple,1
mechanically,mechy,3
disclaimer,disclr,1
cluttered,cluttred,1
enrollment,enrlmt,2
granddaughters,grddottrs,1
socioeconomic,Socioecnmc,1
combustion,cmbstn,3
freeport,FPT,1
moustache,mustch,1
industrialized,industry,1
duration,drtn,1
iconographic,ICNGRPHC,2
relocation,relctn,1
breadwinner,brdwnnr,1
distributor,dstrbutr,1
hamstring,Hstg,1
quizzical,qzcl,1
authoritarian,authtarin,1
convened,convned,1
greyhound,gryhnd,1
capitalized,Capzed,1
interlaced,interl'd,1
invoices,invies,1
justifications,jstfctns,1
submitting,submitt_g,1
opposites,Oppsits,1
greenhouses,GRH,1
hospitable,Hptb,1
stealthy,stelthy,1
congresswoman,cngrssw,8
railways,rlwys,1
structural,struktrl,1
quantify,quantfy,1
premised,mised,1
opinions,opnins,1
nuptials,nu,1
redemption,demption,1
suspension,sispnshin,1
inspiration,nsprtn,1
pinstripes,pnstrps,2
mastercard,mstcrd,1
singular,snglr,1
arbiters,arbit,1
publishing,pblshng,1
struggled,strggld,1
galloway,galway,1
scrabbling,scrablg,1
divisions,div,1
dignitaries,dgntr,1
reloading,rldng,1
pickings,pikins,1
earthworms,erthwrms,1
truthful,trtful,1
serviceman,srvicemn,1
unpacking,unpking,1
turnaround,turnarnd,1
bellingham,bllnghm,1
cataracts,pscc,1
crucifixion,crucifxn,1
satisfactorily,satis,1
nutritionists,ntrnst,1
indecipherable,indcphbl,2
undisputed,undispt'd,1
repelling,repell,1
unnerved,unnved,1
skepticism,skptcm,1
actively,actly,1
combustion,combstn,5
conniving,conng,1
foodborne,fdborn,1
regulating,reg,2
locations,locs,1
locations,loct,1
costello,COSTLLO,1
manufacturing,mf,1
individualistic,individ,6
pretensions,prtnsions,1
vaporized,vprzd,1
overexposed,overex'd,1
unlatched,Unltchd,1
deutsche,dutch,1
organized,org,1
sketches,sktchs,2
chattanooga,chattnga,1
passageways,psgwys,1
truthful,truthfl,1
grateful,grtfl,2
responded,respndd,1
cartoonist,cartonst,1
lombardi,LBD,1
variances,Vriancs,1
constellations,constlations,3
snobbery,sbby,1
protectionist,prot,1
eisenhower,eisenhwr,1
liberated,Lbratd,1
monofilament,1fil,1
generality,gnrlty,1
elegance,Elgnce,1
oxidation,oxidtn,1
pentecostal,pentcstl,1
interlocutors,INL,1
dramatically,drmtclly,1
coordinating,coord,1
clarinet,cla,1
likening,lkng,1
multiplied,mtplyd,1
priesthood,prsthd,1
forcefully,forcly,1
immature,imature,1
insuring,insrng,1
chugging,chugng,1
addictions,diction,1
socialization,socializ,1
professorial,profesorial,1
festival,fest,1
antipathy,amtpthy,1
preschool,prschl,1
refreshing,rfrshng,1
distillation,sdtilatn,1
anonymous,annyms,1
urbanites,urbantes,1
heirlooms,hirloms,1
deductible,dtuable,1
compared,compard,1
spearhead,sphd,1
skeptical,skptl,1
racehorse,rachrs,1
university,univ,4
july/august,jul/aug,1
shiitake,shiitk,1
repetitive,Reptve,1
encouraged,encgd,1
thriller,triler,1
atlantan,atltn,1
blatantly,tantly,1
preferable,prefrable,1
gymnasts,gymnts,2
integrative,intgrtve,1
replying,reping,1
americana,amrcana,1
misogynist,msgynst,1
cassandra,cassnd,1
microorganisms,micrognsms,1
ripening,RIPE,1
frenzied,frnzd,1
rosalind,roslind,1
prayerful,pryrfl,1
dramatized,drmatzd,1
calculus,calc,1
palmetto,plmtto,1
modernize,modrnz,1
searches,srchs,3
ballooned,baloond,1
harnesses,hrnss,1
pummeling,pmling,1
prancing,prcg,1
excerpts,EXCRP,1
ingested,ngstd,1
motorcycle,mtrc,1
resonated,res,1
possibilities,psblts,1
synthesizers,snthszrs,1
manifests,mnifsts,1
interchangeable,interchngabl,1
microbial,micrbl,1
normalized,nrmlzd,1
earmarked,earmrkd,1
circumstance,circmstnc,1
festooned,festooned,1
hindquarters,hndqs,1
summarizes,sum,1
pamphlet,pmplt,1
opposition,ppstn,1
collegial,kilegel,1
satellites,satllts,4
possession,possession in football is important,1
oppressors,pressor,1
traditions,trditins,1
downwards,dwnwrds,2
handyman,hndymn,1
precarious,prcrs,1
paramedics,paramds,1
internationally,interntly,1
reticent,rtct,1
dartmouth,drtmth,1
incremental,icnrmntl,1
signifies,signfies,1
injunction,njunctn,1
dishonesty,disty,1
consequence,consquenc,1
fleeting,fletng,1
esperanza,Espranzr,1
satellites,sat,2
palatine,pltn,1
corporeal,corp,1
blizzards,blzrds,2
emaciated,emactd,1
garnered,garn,1
deductible,dductb,1
fleeting,fltng,2
televised,tlvsd,1
permanence,prmnce,2
cluttered,cluttered,1
ejection,EJT,1
barrington,brgtn,1
understatement,undtatemnt,1
semester,smstr,1
condensing,condensing,1
graduation,gradutn,5
discriminatory,disory,1
recessed,rec-sed,1
disservice,Dis,1
robustness,rbstnss,1
diversity,divrsty,1
confluence,conflunc,2
divisions,dvzns,1
communicator,communi,3
helpings,hl,1
takeovers,tkovrs,1
schreiber,scheirbr,1
forwarding,fowardin,1
backdrops,Bkdrps,1
fallback,FB,1
referent,refrnt,1
rivulets,RIV,1
benefitted,benftd,1
broached,brchd,1
combustion,cbn,1
organisms,organsms,1
telescopes,tscopes,4
familial,fnlial,1
promulgation,promulg'n,1
polishes,plishs,1
practiced,prctced,1
postcards,pstcrds,1
unnecessarily,Unness,1
manicure,mancr,1
coalition,cltn,1
repetitive,REPTVE,1
laborers,labers,1
arrowhead,arrwhd,1
leighton,lghtn,2
preprogrammed,preprgmd,1
geithner,GTHN,1
ventilator,vntlatr,1
bargained,Bargned,1
wandered,Wndrd,1
nutritionists,ntritnts,1
empirically,emprly,1
congresswoman,cgrswm,2
requiring,rqng,1
antigovernment,antigov,1
misidentified,misident,1
