original,abbreviation,count
congresswoman,congressw,1
acceleration,acc,9
jurisprudence,jurisdence,2
manufacturing,mftg,4
interdependent,interdep,2
circumstance,circstnce,1
microorganisms,microorg,1
constellations,constels,1
internationally,intnly,7
experiments,expts,1
combustion,comb,6
compartment,cmprtmn,3
acceleration,acceler,2
extracurricular,extrcuricla,1
undertaking,undtak,1
multifaceted,mfaceted,5
combustion,comstion,1
exploration,expl.,3
principals,prncpls,9
acceleration,acc.,1
graduation,gradutn,5
windshield,w'shield,1
dictatorship,dship,2
interstellar,inst,1
dealerships,dealrshps,3
kindergarten,kg,2
combustion,cmbustn,1
academically,acad,8
undergraduate,undrgrd,10
comprehension,compreh,7
horsepower,horspwr,1
meteorological,meteorlgcl,1
undergraduate,undrgt,1
inflationary,inflat,2
theological,theolgcl,2
exploration,explr,3
trustworthy,trustworthy,1
educationally,edctnlly,1
graduation,grdtn,1
constellations,cnstlatn,1
manufacturing,manring.,1
communicator,comm,4
accelerating,accelerate,1
meteorological,weather,1
measurements,msrmnts,8
parliamentary,parltary,2
atmospheric,atmospheric,2
experiments,exmts,2
parliamentary,p'mentary,1
enrollment,enrllmnt,3
expeditions,expedit,9
enrollments,enrolmts,7
collisions,collisns,1
graduation,gradn,1
colonization,colonization,1
principals,prin,1
enrollments,nrlmnts,1
stratosphere,strtsph,1
industrialized,industrial,3
opposition,oppstion,2
geopolitical,geopo,2
manipulation,mnipltn,1
extracurricular,extrcrr,7
colonization,clnztns,5
decentralized,decentlzd,2
assignments,asnmnts,1
constitution,constitution,2
horsepower,horsepo,1
socialization,socilzatn,2
geopolitical,geopoly,1
internationally,intly,1
laboratory,laborat,2
accelerating,acclting,4
accelerating,acceler,4
disintegration,dsntgrt,3
geopolitical,geopoli,11
transmissions,tsmsns,1
mechanical,mechncl,1
accelerating,accelrtg,1
colonization,colnzation,3
collisions,collsns,7
academically,academi,5
undertaking,undrtaking,3
industrialized,indlized,3
investment,invstmn,5
interstellar,intslr,1
jurisprudence,jrsprdn,4
educationally,edually,1
investment,invstmt,3
internationally,internly,1
comprehension,comp.,1
atmospheric,atmsphrc,6
theological,tlogical,1
telescopes,tlscp,1
exploration,xplration,2
industrial,indtrial,4
stratosphere,stra,1
individualistic,indvdls,1
schoolchildren,schooch,3
geopolitical,geopol.,1
colonization,colonztn,4
assignments,assignm,4
compartment,compart,5
enrollments,enrolmnts,2
extracurricular,extracu,5
compartment,compartment,1
manipulation,manplton,1
university,univst,2
manufacture,mftr,2
extraterrestrial,extrate,1
communicator,comcator,1
experiments,exper,6
kindergarten,kinderg,7
dealerships,dlrshps,11
manufacture,mfr,1
disintegration,disinte,10
undergraduate,ugrad.,1
constitution,cnstn,1
manufacture,mfg,1
industrialized,indstrialized,1
multifaceted,mulced,1
accelerating,acclrtn,7
undergraduates,undergrads,6
schoolchildren,schch,5
congresswoman,congrss,1
socialization,socialztion,2
accelerating,accelerating,2
exploration,explor,1
comprehension,cphs,2
parliamentary,parl.,1
decentralized,dcentralzd,1
experiments,xpmts,4
jurisprudence,jurprud,1
adventurers,advntrs,11
industrialized,industr,1
jurisprudence,jurisurence,2
investment,invment,1
undergraduates,undergrad,6
constellations,cnstlat,5
experiments,expnts,1
expeditions,expedns,1
colonization,colon,1
geopolitical,gepltcl,2
dictatorship,tyranni,1
assignments,asigmnts,1
opposition,opp'n,4
schoolchildren,sc ch,1
instrumentation,instru,1
microorganisms,microor,3
transportation,transp,8
disintegration,dsntgrtn,1
instructional,instrctional,2
collisions,collisi,2
interdependent,interdpndnt,1
transmissions,trans,4
academically,acadmcly,1
acceleration,accel,4
comprehension,comp,15
manufacture,manufac,10
extracurricular,xtrcrriculr,3
industrialized,indstrl,5
congresswoman,congres,4
expeditions,expeds,1
parliamentary,parl,1
undertaking,undertaking,1
adventurers,advers,2
interstellar,instlr,2
individualistic,indvdstc,1
university,univty,2
theological,thelgicl,5
manufacturing,manufac,2
instrumentation,instrumental,2
extracurricular,extcur,1
interdependent,ntrdpdnt,2
manufacturing,m'facturing,1
meteorological,meteoro,1
explorations,expls,1
exploration,explora,4
interstellar,intstlr,1
microorganisms,micorgan,1
comprehensive,compreh,3
industrial,indstl,1
mechanically,mech,9
mechanically,mechani,4
graduation,gard,3
stratosphere,strato,5
extraterrestrial,extrater,1
geopolitical,gplticl,1
instructional,instrct,1
geopolitical,geopol,6
interstellar,interstel,1
inflationary,infl,4
manufacturing,mnfctrn,6
circumstance,crcmstance,1
undergraduate,ungrd,1
industrialized,ind'ized,1
manipulation,manpultion,3
enrollment,enrllmn,4
explorations,explor,2
accelerating,accelerat,5
manufacturing,mfg,2
combustion,combustion,1
transportation,transpttn,1
transportation,trans,6
academically,acdmcll,6
investment,invsmnt,1
windshield,wdshld,3
assignments,assignments,2
internationally,internationally,1
assignments,assgnmnts,6
academically,acdmcly,1
colonization,coloniz,3
explorations,explorat,5
telescopes,tlscpes,4
parliamentary,parliam,4
congresswoman,congrsswman,1
extraterrestrial,et,21
assignments,assing,1
enrollment,enrol,1
measurements,mmts,2
trustworthy,trstwrthy,3
pedestrians,walk,3
instrumentation,instrumentation,2
extracurricular,xtraclar,1
interstellar,intrstlr,2
constitution,consttn,1
mechanically,mech.,2
transmissions,trnmssons,1
atmospheric,atmsprc,1
circumstance,crcstance,2
academically,acadally,1
socialization,socztion,1
kindergarten,kinder,4
multifaceted,multifa,6
manufacturing,manu,1
decentralized,decntrlzd,1
instructional,instruc,3
university,unity,3
transmissions,transmsn,1
decentralized,dectlzd,1
transmissions,transmisses,3
internationally,intern,2
university,unvrsty,3
pedestrians,peds,14
congresswoman,congresswoman,1
meteorological,meteological,1
mechanically,mechy,3
congresswoman,congwoman,1
enrollment,enrlmt,2
microorganisms,microorgs,3
manufacture,manu,5
collisions,collsn,2
combustion,cmbstn,2
interstellar,intrstllar,2
manufacture,manfc,1
university,univers,1
industrialized,industry,1
transmissions,transmi,7
meteorological,met,3
industrialized,industri,4
internationally,intnatnal,1
circumstance,circmstnce,1
acceleration,accel'ation,1
acceleration,acclrtn,1
instrumentation,intr'tation,1
assignments,asmts,2
comprehension,comp'n,1
observatory,obsvty,1
congresswoman,cngrssw,8
adventurers,advnturers,2
individualistic,indvlstc,1
dealerships,dships,1
accelerating,accl,1
expeditions,trip,1
interdependent,intdent,1
inflationary,infltnr,6
parliamentary,palmnts,1
undergraduates,ndrgrads,1
inflationary,infltny,1
undergraduates,undrgraduats,4
accelerating,accel.,1
undertaking,ndrtkng,1
instrumentation,instation,1
educationally,erssa,1
manipulation,manpltn,2
microorganisms,microorganisms,2
constitution,contution,2
communicator,comun,1
enrollments,enroll's,1
pedestrians,ped,1
observatory,observa,1
assignments,assig,1
interdependent,intrdpn,10
academically,acadmly,1
accelerating,acclrtg,2
transportation,transpo,9
trustworthy,trstwrt,5
automotive,autotive,2
inflationary,inflationary,4
microorganisms,mcrrgns,8
opposition,oppstn,2
instrumentation,instrmntation,5
educationally,edu,6
trustworthy,tswy,1
disintegration,distg,2
dictatorship,dicship,1
democratization,democrtztn,1
instructional,instructional,1
undergraduate,undergr,3
manipulation,manip,6
constellations,cnstlls,1
undertaking,untak,1
schoolchildren,schchdrn,3
windshield,windshi,1
assignments,assments,1
industrialized,indstrlized,6
locomotive,locomtv,3
atmospheric,atmos,2
stratosphere,strat,2
explorations,explrtn,3
circumstance,circstc,1
inflationary,inflatnary,2
investment,invstment,4
internationally,tianlly,1
windshield,winshld,1
expeditions,exped,7
industrialized,industrializ,2
combustion,combstn,5
extraterrestrial,extrtrr,4
decentralized,decenlized,3
decentralized,decntrlized,1
democratization,dem,1
democratization,democrtztion,1
instructional,instrnl,1
instrumentation,instr,2
observatory,obsty,1
dictatorship,dcttrsh,8
enrollment,enrollmnt,4
dictatorship,dictato,5
combustion,combtn,3
